Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2022-03-23,701,2775,432,707,40.51,37.46,8.0,0.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-24,553,2534,2432,762,35.43,36.56,18.0,100.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-25,546,1981,264,678,39.28,39.55,8.0,0.0,0,Spring,80.0,0.0,0.0,20.0
2022-03-26,403,1435,785,574,38.05,42.23,2.0,0.0,0,Spring,60.0,0.0,0.0,40.0
2022-03-27,498,2253,316,577,37.79,38.58,8.0,0.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-28,577,3662,0,614,30.16,33.89,21.0,100.0,0,Spring,0.0,100.0,0.0,0.0
2022-03-29,417,3401,0,440,37.33,35.74,1.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-03-30,521,3769,0,521,36.4,38.26,2.0,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-03-31,430,3248,594,519,36.88,33.76,6.0,0.0,0,Spring,20.0,60.0,0.0,20.0
2022-04-01,583,2818,870,604,37.9,40.14,4.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-02,515,2386,737,605,36.59,35.09,9.0,0.0,0,Spring,0.0,60.0,0.0,40.0
2022-04-03,485,2491,193,580,36.97,42.17,4.0,0.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-04,662,2006,629,737,36.73,36.14,15.0,100.0,0,Spring,40.0,60.0,0.0,0.0
2022-04-05,575,2230,533,775,35.64,36.85,16.0,100.0,0,Spring,60.0,40.0,0.0,0.0
2022-04-06,574,2627,1335,719,36.34,40.19,17.0,100.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-07,708,2447,929,779,32.57,29.58,22.0,100.0,0,Spring,20.0,20.0,0.0,60.0
2022-04-08,471,2601,565,546,36.8,41.3,5.0,0.0,0,Spring,0.0,40.0,0.0,60.0
2022-04-09,448,2130,0,513,30.1,30.15,15.0,100.0,0,Spring,40.0,40.0,0.0,20.0
2022-04-10,564,2688,261,620,37.92,38.19,6.0,0.0,0,Spring,60.0,40.0,0.0,0.0
2022-04-11,397,3053,259,551,37.88,41.58,3.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-12,764,3482,1125,784,43.2,43.25,7.0,0.0,0,Spring,40.0,0.0,0.0,60.0
2022-04-13,470,2977,0,521,34.35,38.22,7.0,0.0,0,Spring,40.0,0.0,0.0,60.0
2022-04-14,554,2507,189,560,34.6,35.03,10.0,0.0,0,Spring,20.0,40.0,0.0,40.0
2022-04-15,429,2365,326,579,39.73,37.48,5.0,0.0,0,Spring,0.0,20.0,0.0,80.0
2022-04-16,549,2838,1251,683,32.84,31.77,23.0,100.0,0,Spring,20.0,60.0,0.0,20.0
2022-04-17,531,2615,0,525,36.06,33.84,5.0,0.0,0,Spring,60.0,0.0,0.0,40.0
2022-04-18,609,2084,1699,810,34.95,37.1,18.0,100.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-19,459,1941,170,481,37.59,35.97,1.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-20,676,2267,1436,890,38.19,41.93,16.0,100.0,0,Spring,20.0,20.0,0.0,60.0
2022-04-21,423,2351,0,406,34.03,32.5,6.0,0.0,0,Spring,0.0,100.0,0.0,0.0
2022-04-22,511,3299,0,562,37.12,33.07,4.0,0.0,0,Spring,0.0,80.0,0.0,20.0
2022-04-23,284,2788,0,282,30.48,34.3,4.0,0.0,1,Spring,20.0,0.0,0.0,80.0
2022-04-24,262,3678,174,309,31.96,30.54,4.0,0.0,1,Spring,0.0,60.0,0.0,40.0
2022-04-25,343,3416,173,399,33.82,31.87,5.0,0.0,1,Spring,0.0,20.0,0.0,80.0
2022-04-26,410,3247,471,423,29.91,32.5,17.0,100.0,1,Spring,20.0,80.0,0.0,0.0
2022-04-27,251,3010,353,292,29.16,28.39,17.0,100.0,1,Spring,20.0,40.0,0.0,40.0
2022-04-28,228,2759,0,241,28.7,26.24,7.0,0.0,1,Spring,60.0,20.0,0.0,20.0
2022-04-29,282,2531,184,357,31.67,33.83,6.0,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-04-30,316,2720,230,426,33.88,38.46,4.0,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-01,467,2941,449,410,30.18,30.19,15.0,100.0,1,Spring,40.0,20.0,0.0,40.0
2022-05-02,322,2704,0,359,30.0,32.67,16.0,100.0,1,Spring,0.0,60.0,0.0,40.0
2022-05-03,337,2382,176,354,33.38,34.24,5.0,0.0,1,Spring,20.0,20.0,0.0,60.0
2022-05-04,353,2045,234,384,28.2,26.23,22.0,100.0,1,Spring,60.0,20.0,0.0,20.0
2022-05-05,327,2317,229,380,32.49,33.94,6.0,0.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-06,256,2224,0,276,29.35,32.4,4.0,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-07,326,1968,298,304,31.58,32.48,6.0,0.0,1,Spring,20.0,40.0,0.0,40.0
2022-05-08,283,1642,579,448,32.34,30.23,18.0,100.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-09,320,1588,0,326,33.16,33.55,3.0,0.0,1,Spring,80.0,0.0,0.0,20.0
2022-05-10,352,1563,185,432,28.12,29.64,21.0,100.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-11,429,1509,1377,453,30.79,31.08,16.0,100.0,1,Spring,80.0,0.0,0.0,20.0
2022-05-12,372,1364,0,430,29.36,31.01,14.0,100.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-13,291,1369,0,299,31.48,29.82,4.0,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-14,280,1078,0,292,29.8,30.37,6.0,0.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-15,391,1983,1659,441,29.14,28.51,15.0,100.0,1,Spring,60.0,0.0,0.0,40.0
2022-05-16,232,1592,161,342,31.8,31.96,5.0,0.0,1,Spring,20.0,40.0,0.0,40.0
2022-05-17,268,1360,0,278,31.3,31.23,3.0,0.0,1,Spring,20.0,20.0,0.0,60.0
2022-05-18,210,1253,0,273,29.47,29.27,4.0,0.0,1,Spring,80.0,20.0,0.0,0.0
2022-05-19,379,2702,0,445,30.29,31.86,13.0,100.0,1,Spring,60.0,40.0,0.0,0.0
2022-05-20,262,2323,62,323,30.05,32.97,3.0,0.0,1,Spring,60.0,20.0,0.0,20.0
2022-05-21,263,2061,734,330,31.38,32.93,4.0,0.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-22,295,1860,518,376,34.2,34.54,3.0,0.0,1,Spring,40.0,0.0,0.0,60.0
2022-05-23,256,1676,0,277,31.49,30.43,3.0,0.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-24,332,1713,298,395,31.22,32.51,13.0,100.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-25,333,1847,178,351,35.45,35.43,4.0,0.0,1,Spring,60.0,0.0,0.0,40.0
2022-05-26,470,2194,1101,522,34.21,32.46,5.0,0.0,0,Spring,0.0,60.0,0.0,40.0
2022-05-27,403,1724,797,539,35.13,36.76,9.0,0.0,0,Spring,80.0,0.0,0.0,20.0
2022-05-28,478,1499,449,586,36.7,40.71,5.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-05-29,421,1616,0,469,31.27,34.04,8.0,0.0,0,Spring,60.0,0.0,0.0,40.0
2022-05-30,495,1901,543,596,35.18,37.76,8.0,0.0,0,Spring,60.0,20.0,0.0,20.0
2022-05-31,556,2003,263,540,36.56,33.94,5.0,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-06-01,585,1896,1561,798,37.89,38.41,18.0,100.0,0,Summer,40.0,60.0,0.0,0.0
2022-06-02,595,1574,521,713,42.19,43.3,5.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-03,796,2011,1269,767,37.11,36.88,20.0,100.0,0,Summer,20.0,20.0,0.0,60.0
2022-06-04,464,1379,1847,783,36.09,37.46,16.0,100.0,0,Summer,40.0,40.0,0.0,20.0
2022-06-05,414,1823,0,601,38.8,38.53,4.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-06,698,2242,355,656,39.3,39.97,6.0,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-06-07,328,2501,0,454,34.63,38.83,5.0,0.0,0,Summer,0.0,100.0,0.0,0.0
2022-06-08,877,4375,860,896,41.06,47.33,19.0,100.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-09,611,3498,0,635,36.42,38.27,7.0,0.0,0,Summer,80.0,20.0,0.0,0.0
2022-06-10,522,3411,0,672,38.83,37.58,6.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-06-11,549,3225,1246,666,39.52,37.1,6.0,0.0,0,Summer,0.0,20.0,0.0,80.0
2022-06-12,513,2676,626,665,40.77,40.19,5.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-13,394,2163,0,480,37.41,35.9,4.0,0.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-14,635,2090,0,745,39.74,37.82,5.0,0.0,0,Summer,0.0,40.0,0.0,60.0
2022-06-15,541,3006,1328,695,39.63,42.31,5.0,0.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-16,421,2465,0,578,36.99,35.17,5.0,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-06-17,512,2277,626,616,37.97,38.38,5.0,0.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-18,466,2058,673,528,36.7,36.85,6.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-19,700,2394,926,754,38.88,42.59,15.0,100.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-20,447,1868,1035,646,31.97,31.24,19.0,100.0,0,Summer,100.0,0.0,0.0,0.0
2022-06-21,714,2404,622,940,42.41,48.84,16.0,100.0,0,Summer,60.0,0.0,0.0,40.0
2022-06-22,495,2758,0,665,43.47,40.09,7.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-23,481,2885,1171,726,38.63,37.9,6.0,0.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-24,333,3439,471,480,31.04,34.5,11.0,100.0,0,Summer,0.0,40.0,0.0,60.0
2022-06-25,430,3106,0,499,33.56,32.37,8.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-26,384,3145,0,542,30.03,28.09,21.0,100.0,0,Summer,20.0,20.0,0.0,60.0
2022-06-27,635,3463,1057,737,36.23,37.13,16.0,100.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-28,464,3299,0,546,37.44,35.5,7.0,0.0,0,Summer,60.0,0.0,0.0,40.0
2022-06-29,216,3179,0,257,29.39,29.55,5.0,0.0,1,Summer,40.0,40.0,0.0,20.0
2022-06-30,202,2963,0,230,29.36,31.61,3.0,0.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-01,251,3474,0,248,30.71,32.05,7.0,0.0,1,Summer,40.0,40.0,0.0,20.0
2022-07-02,332,3223,0,309,26.48,27.06,18.0,100.0,1,Summer,20.0,80.0,0.0,0.0
2022-07-03,261,2891,141,290,26.33,25.91,17.0,100.0,1,Summer,20.0,20.0,0.0,60.0
2022-07-04,472,2630,1132,474,35.38,34.9,7.0,0.0,1,Summer,20.0,20.0,0.0,60.0
2022-07-05,415,2299,0,513,31.18,33.87,19.0,100.0,1,Summer,20.0,60.0,0.0,20.0
2022-07-06,467,2098,0,494,29.8,31.18,17.0,100.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-07,430,1631,259,426,34.66,35.5,5.0,0.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-08,309,2119,807,409,32.64,34.59,4.0,0.0,1,Summer,40.0,0.0,0.0,60.0
2022-07-09,473,2069,1017,564,33.37,31.83,19.0,100.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-10,254,1596,0,334,33.9,32.12,3.0,0.0,1,Summer,80.0,0.0,0.0,20.0
2022-07-11,401,1726,0,423,34.85,34.57,6.0,0.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-12,292,2132,0,348,33.72,34.96,4.0,0.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-13,557,2473,1460,648,33.86,33.17,19.0,100.0,1,Summer,0.0,20.0,0.0,80.0
2022-07-14,307,1916,0,316,31.91,32.14,6.0,0.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-15,400,1779,0,372,32.28,31.22,4.0,0.0,1,Summer,20.0,60.0,0.0,20.0
2022-07-16,381,1379,203,406,35.33,32.41,6.0,0.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-17,288,2288,307,459,38.88,38.49,4.0,0.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-18,362,2203,0,357,29.38,31.44,8.0,0.0,1,Summer,40.0,40.0,0.0,20.0
2022-07-19,366,2148,136,395,33.91,37.96,5.0,0.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-20,285,1782,864,330,30.91,34.23,8.0,0.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-21,443,1497,725,459,36.26,35.62,3.0,0.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-22,399,1190,0,454,29.78,32.62,15.0,100.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-23,281,959,922,438,35.42,36.32,4.0,0.0,1,Summer,20.0,0.0,0.0,80.0
2022-07-24,241,1542,595,392,29.17,27.95,16.0,100.0,1,Summer,20.0,80.0,0.0,0.0
2022-07-25,642,2076,596,689,37.34,34.45,16.0,100.0,0,Summer,20.0,60.0,0.0,20.0
2022-07-26,538,1434,2100,845,38.79,40.53,4.0,0.0,0,Summer,0.0,20.0,0.0,80.0
2022-07-27,375,1968,0,588,35.81,41.35,7.0,0.0,0,Summer,40.0,60.0,0.0,0.0
2022-07-28,725,2416,1566,861,37.81,37.83,20.0,100.0,0,Summer,0.0,20.0,0.0,80.0
2022-07-29,579,2103,0,584,38.66,40.93,5.0,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-07-30,563,3709,0,585,37.04,37.67,5.0,0.0,0,Summer,20.0,40.0,0.0,40.0
2022-07-31,607,3146,399,650,38.34,39.23,6.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-01,601,3608,1028,687,42.35,44.82,1.0,0.0,0,Summer,0.0,60.0,0.0,40.0
2022-08-02,692,3007,0,845,37.97,40.89,16.0,100.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-03,546,3082,342,626,42.6,40.81,6.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-04,433,2536,0,631,41.52,43.85,1.0,0.0,0,Summer,20.0,40.0,0.0,40.0
2022-08-05,704,3105,1292,761,37.48,37.47,17.0,100.0,0,Summer,80.0,20.0,0.0,0.0
2022-08-06,530,2401,823,575,36.71,38.93,6.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-07,429,1871,1084,596,40.18,39.63,7.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-08,596,2074,0,581,39.13,37.71,3.0,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-08-09,725,2830,0,739,43.09,43.68,3.0,0.0,0,Summer,0.0,40.0,0.0,60.0
2022-08-10,482,2703,1193,626,32.47,32.82,22.0,100.0,0,Summer,20.0,60.0,0.0,20.0
2022-08-11,480,2838,0,484,37.18,39.44,1.0,0.0,0,Summer,80.0,20.0,0.0,0.0
2022-08-12,587,2742,1219,653,40.55,42.06,5.0,0.0,0,Summer,60.0,20.0,0.0,20.0
2022-08-13,673,2155,617,720,40.49,41.81,5.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-14,579,2291,486,653,40.69,43.38,4.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-15,568,2139,0,815,38.04,36.87,17.0,100.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-16,732,2849,1223,819,34.23,36.28,20.0,100.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-17,641,2734,836,772,38.84,41.62,5.0,0.0,0,Summer,80.0,0.0,0.0,20.0
2022-08-18,519,2093,291,601,37.74,35.8,9.0,0.0,0,Summer,0.0,20.0,0.0,80.0
2022-08-19,632,2078,682,706,35.7,38.83,21.0,100.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-20,523,2456,340,641,38.32,41.16,7.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-21,702,2769,1194,850,35.83,35.87,17.0,100.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-22,549,2407,0,586,34.26,34.73,16.0,100.0,0,Summer,0.0,60.0,0.0,40.0
2022-08-23,560,2540,1159,711,34.45,35.56,19.0,100.0,0,Summer,60.0,0.0,0.0,40.0
2022-08-24,576,2387,369,713,42.93,41.44,4.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-25,589,2855,652,702,39.96,38.46,3.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-26,605,2635,252,729,40.65,39.34,5.0,0.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-27,723,2932,400,829,38.22,42.48,21.0,100.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-28,603,2209,0,639,35.29,38.34,7.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-29,644,2910,1023,699,41.32,39.44,6.0,0.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-30,716,2266,1104,811,44.45,41.57,3.0,0.0,0,Summer,80.0,0.0,0.0,20.0
2022-08-31,623,1550,449,589,38.95,38.0,5.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-09-01,468,1567,359,540,35.19,36.57,6.0,0.0,0,Autumn,20.0,40.0,20.0,20.0
2022-09-02,706,1832,1611,758,35.82,36.19,20.0,100.0,0,Autumn,0.0,0.0,20.0,80.0
2022-09-03,554,1880,0,620,36.43,38.95,5.0,0.0,0,Autumn,0.0,20.0,20.0,60.0
2022-09-04,651,2488,1537,847,36.05,37.33,19.0,100.0,0,Autumn,60.0,0.0,20.0,20.0
2022-09-05,483,2414,0,542,37.43,35.38,5.0,0.0,0,Autumn,20.0,0.0,60.0,20.0
2022-09-06,409,2944,0,455,32.07,35.05,5.0,0.0,0,Autumn,0.0,0.0,40.0,60.0
2022-09-07,630,2535,641,726,33.94,30.9,19.0,100.0,0,Autumn,20.0,20.0,20.0,40.0
2022-09-08,383,3109,0,439,34.95,38.73,4.0,0.0,0,Autumn,40.0,0.0,40.0,20.0
2022-09-09,530,2726,888,533,35.18,34.76,5.0,0.0,0,Autumn,60.0,0.0,20.0,20.0
2022-09-10,560,2196,0,667,35.44,33.28,19.0,100.0,0,Autumn,0.0,20.0,40.0,40.0
2022-09-11,502,2499,273,486,35.61,35.56,6.0,0.0,0,Autumn,80.0,0.0,0.0,20.0
