Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2022-01-18,545,1657,0,513,43.79,50.04,9.0,0.0,0,Winter,40.0,0.0,60.0,0.0
2022-01-19,392,1112,587,586,48.49,44.96,5.0,0.0,0,Winter,40.0,0.0,40.0,20.0
2022-01-20,441,1939,643,563,50.68,57.34,4.0,0.0,0,Winter,20.0,0.0,60.0,20.0
2022-01-21,531,1548,87,500,49.68,49.62,1.0,0.0,0,Winter,0.0,0.0,40.0,60.0
2022-01-22,494,1803,140,597,43.34,45.12,12.0,100.0,0,Winter,20.0,0.0,20.0,60.0
2022-01-23,429,1819,427,467,45.89,49.33,6.0,0.0,0,Winter,40.0,0.0,40.0,20.0
2022-01-24,397,1390,272,475,41.0,39.62,14.0,100.0,0,Winter,40.0,0.0,40.0,20.0
2022-01-25,577,1116,1123,636,50.54,48.92,4.0,0.0,0,Winter,20.0,0.0,80.0,0.0
2022-01-26,482,1220,122,524,48.04,44.6,7.0,0.0,0,Winter,60.0,0.0,40.0,0.0
2022-01-27,396,1087,491,451,45.48,44.8,1.0,0.0,0,Winter,60.0,0.0,40.0,0.0
2022-01-28,339,1565,242,402,41.8,46.46,5.0,0.0,0,Winter,20.0,0.0,40.0,40.0
2022-01-29,494,1328,1089,662,54.51,52.13,3.0,0.0,0,Winter,20.0,0.0,0.0,80.0
2022-01-30,422,1472,683,504,45.13,47.62,4.0,0.0,0,Winter,40.0,0.0,60.0,0.0
2022-01-31,455,1510,441,548,49.39,45.19,5.0,0.0,0,Winter,60.0,0.0,0.0,40.0
2022-02-01,494,1828,141,527,43.02,45.15,4.0,0.0,0,Winter,0.0,0.0,100.0,0.0
2022-02-02,743,2006,341,752,47.09,47.82,17.0,100.0,0,Winter,40.0,0.0,0.0,60.0
2022-02-03,649,1730,1233,769,45.31,48.76,22.0,100.0,0,Winter,80.0,0.0,0.0,20.0
2022-02-04,571,1439,728,665,51.57,50.15,6.0,0.0,0,Winter,20.0,0.0,40.0,40.0
2022-02-05,509,976,155,592,46.04,47.98,7.0,0.0,0,Winter,40.0,0.0,0.0,60.0
2022-02-06,636,1987,735,710,49.47,52.45,5.0,0.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-07,562,1905,960,601,42.78,43.24,17.0,100.0,0,Winter,0.0,0.0,60.0,40.0
2022-02-08,459,1488,0,482,42.08,43.49,5.0,0.0,0,Winter,0.0,0.0,60.0,40.0
2022-02-09,634,1853,959,707,51.54,52.65,6.0,0.0,0,Winter,20.0,0.0,0.0,80.0
2022-02-10,516,1881,125,589,51.11,52.43,3.0,0.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-11,485,1779,820,613,38.2,42.26,19.0,100.0,0,Winter,20.0,0.0,20.0,60.0
2022-02-12,524,2080,416,552,43.86,44.1,8.0,0.0,0,Winter,20.0,0.0,40.0,40.0
2022-02-13,239,1721,0,293,38.16,39.89,7.0,0.0,0,Winter,40.0,0.0,60.0,0.0
2022-02-14,420,2310,382,479,36.11,35.96,20.0,100.0,0,Winter,40.0,0.0,40.0,20.0
2022-02-15,275,1984,0,367,40.79,41.89,6.0,0.0,0,Winter,20.0,0.0,80.0,0.0
2022-02-16,300,1709,77,327,40.98,40.77,6.0,0.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-17,398,1774,94,398,41.24,40.58,4.0,0.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-18,330,1470,440,360,43.91,44.09,4.0,0.0,0,Winter,0.0,0.0,0.0,100.0
2022-02-19,300,1221,50,318,40.16,45.42,6.0,0.0,0,Winter,40.0,0.0,0.0,60.0
2022-02-20,513,1157,893,535,41.11,41.19,16.0,100.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-21,398,988,209,407,42.92,41.08,15.0,100.0,0,Winter,40.0,0.0,40.0,20.0
2022-02-22,235,590,268,375,42.95,46.77,6.0,0.0,0,Winter,20.0,0.0,20.0,60.0
2022-02-23,753,1286,1689,849,54.35,49.68,16.0,100.0,0,Winter,0.0,0.0,40.0,60.0
2022-02-24,465,658,137,571,43.85,46.67,12.0,100.0,0,Winter,20.0,0.0,80.0,0.0
2022-02-25,350,1046,532,475,42.54,44.8,6.0,0.0,0,Winter,40.0,0.0,60.0,0.0
2022-02-26,622,1909,581,626,48.59,48.77,5.0,0.0,0,Winter,80.0,0.0,20.0,0.0
2022-02-27,581,1397,1682,858,49.75,53.68,14.0,100.0,0,Winter,0.0,0.0,40.0,60.0
2022-02-28,437,1474,0,498,46.02,48.03,7.0,0.0,0,Winter,40.0,0.0,60.0,0.0
2022-03-01,460,1856,0,496,44.35,48.51,6.0,0.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-02,361,2507,108,446,43.55,41.61,5.0,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-03-03,607,2254,1253,716,48.69,54.52,5.0,0.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-04,579,1774,120,615,48.12,48.02,3.0,0.0,0,Spring,60.0,0.0,0.0,40.0
2022-03-05,674,1315,742,750,43.82,46.55,15.0,100.0,0,Spring,20.0,20.0,0.0,60.0
2022-03-06,488,1925,115,608,48.46,52.84,3.0,0.0,0,Spring,20.0,60.0,0.0,20.0
2022-03-07,572,1437,379,707,43.51,44.83,15.0,100.0,0,Spring,40.0,20.0,0.0,40.0
2022-03-08,587,1735,900,582,47.33,46.76,7.0,0.0,0,Spring,80.0,0.0,0.0,20.0
2022-03-09,387,1356,139,539,45.14,42.73,4.0,0.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-10,501,1108,145,560,45.18,45.91,5.0,0.0,0,Spring,0.0,100.0,0.0,0.0
2022-03-11,688,1652,1696,706,47.78,46.02,17.0,100.0,0,Spring,20.0,80.0,0.0,0.0
2022-03-12,562,1070,930,854,41.37,45.19,21.0,100.0,0,Spring,40.0,0.0,0.0,60.0
2022-03-13,695,1033,228,849,42.01,46.02,22.0,100.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-14,453,1866,598,512,44.55,46.92,6.0,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-03-15,496,2108,130,647,48.43,50.1,8.0,0.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-16,842,1915,1656,937,51.09,48.55,14.0,100.0,0,Spring,40.0,40.0,0.0,20.0
2022-03-17,440,1686,227,592,50.12,50.48,3.0,0.0,0,Spring,60.0,20.0,0.0,20.0
2022-03-18,538,1434,174,630,47.21,43.29,15.0,100.0,0,Spring,0.0,80.0,0.0,20.0
2022-03-19,598,2577,522,615,46.9,51.04,6.0,0.0,0,Spring,40.0,60.0,0.0,0.0
2022-03-20,452,1979,323,520,48.04,47.09,5.0,0.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-21,311,1589,85,371,40.26,42.65,5.0,0.0,0,Spring,0.0,0.0,0.0,100.0
2022-03-22,514,2146,128,519,37.96,35.74,19.0,100.0,0,Spring,20.0,80.0,0.0,0.0
2022-03-23,594,1760,790,721,42.63,46.66,16.0,100.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-24,469,1367,724,581,47.46,53.2,4.0,0.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-25,354,1051,301,495,47.34,51.57,4.0,0.0,0,Spring,80.0,0.0,0.0,20.0
2022-03-26,607,1544,179,633,48.24,48.92,3.0,0.0,0,Spring,60.0,0.0,0.0,40.0
2022-03-27,647,1429,1342,714,46.31,49.35,17.0,100.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-28,551,1202,431,577,49.32,46.16,3.0,0.0,0,Spring,0.0,100.0,0.0,0.0
2022-03-29,542,1155,102,609,49.39,45.1,7.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-03-30,596,1569,974,586,47.9,53.04,6.0,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-03-31,498,1394,521,525,48.4,48.73,6.0,0.0,0,Spring,20.0,60.0,0.0,20.0
2022-04-01,712,1202,1856,931,59.0,54.27,12.0,100.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-02,302,1284,115,455,41.15,45.86,7.0,0.0,0,Spring,0.0,60.0,0.0,40.0
2022-04-03,472,2012,438,506,49.12,50.75,4.0,0.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-04,507,2751,102,568,40.85,41.54,21.0,100.0,0,Spring,40.0,60.0,0.0,0.0
2022-04-05,535,2346,161,613,41.54,42.34,20.0,100.0,0,Spring,60.0,40.0,0.0,0.0
2022-04-06,733,2410,1031,798,47.84,53.76,15.0,100.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-07,339,1854,0,348,42.84,45.97,5.0,0.0,0,Spring,20.0,20.0,0.0,60.0
2022-04-08,935,1870,669,940,45.61,50.97,20.0,100.0,0,Spring,0.0,40.0,0.0,60.0
2022-04-09,526,1659,0,510,43.68,49.96,7.0,0.0,0,Spring,40.0,40.0,0.0,20.0
2022-04-10,524,1133,1197,614,48.79,53.04,5.0,0.0,0,Spring,60.0,40.0,0.0,0.0
2022-04-11,733,1135,897,811,48.11,49.49,18.0,100.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-12,481,730,135,682,49.98,48.94,6.0,0.0,0,Spring,40.0,0.0,0.0,60.0
2022-04-13,570,1619,650,714,54.01,54.94,5.0,0.0,0,Spring,40.0,0.0,0.0,60.0
2022-04-14,400,1498,411,438,49.42,51.76,2.0,0.0,0,Spring,20.0,40.0,0.0,40.0
2022-04-15,415,1166,553,508,43.44,47.35,7.0,0.0,0,Spring,0.0,20.0,0.0,80.0
2022-04-16,449,1892,396,484,44.3,45.32,6.0,0.0,0,Spring,20.0,60.0,0.0,20.0
2022-04-17,604,1517,1589,672,47.63,44.29,22.0,100.0,0,Spring,60.0,0.0,0.0,40.0
2022-04-18,772,1318,779,814,48.51,49.22,14.0,100.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-19,490,1459,137,513,44.81,41.88,7.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-20,463,2298,81,500,49.0,53.97,5.0,0.0,0,Spring,20.0,20.0,0.0,60.0
2022-04-21,502,2501,156,525,40.59,40.06,14.0,100.0,0,Spring,0.0,100.0,0.0,0.0
2022-04-22,320,2155,102,418,41.9,41.17,5.0,0.0,0,Spring,0.0,80.0,0.0,20.0
2022-04-23,433,1835,509,414,41.12,40.61,7.0,0.0,1,Spring,20.0,0.0,0.0,80.0
2022-04-24,357,1596,88,428,39.74,43.99,8.0,0.0,1,Spring,0.0,60.0,0.0,40.0
2022-04-25,425,1474,95,471,44.48,49.97,4.0,0.0,1,Spring,0.0,20.0,0.0,80.0
2022-04-26,370,1414,454,372,41.32,40.68,5.0,0.0,1,Spring,20.0,80.0,0.0,0.0
2022-04-27,308,1104,431,346,39.57,41.82,5.0,0.0,1,Spring,20.0,40.0,0.0,40.0
2022-04-28,331,867,236,335,36.13,36.54,18.0,100.0,1,Spring,60.0,20.0,0.0,20.0
2022-04-29,331,1080,147,334,40.72,40.23,4.0,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-04-30,277,1095,333,338,41.6,37.98,3.0,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-01,327,1115,581,371,38.72,45.19,6.0,0.0,1,Spring,40.0,20.0,0.0,40.0
2022-05-02,338,900,324,328,40.47,43.52,3.0,0.0,1,Spring,0.0,60.0,0.0,40.0
2022-05-03,259,1046,78,339,40.46,41.12,5.0,0.0,1,Spring,20.0,20.0,0.0,60.0
2022-05-04,332,1183,913,488,35.43,34.23,20.0,100.0,1,Spring,60.0,20.0,0.0,20.0
2022-05-05,360,1244,607,422,34.92,37.46,20.0,100.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-06,366,884,83,420,38.1,37.48,14.0,100.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-07,277,1529,216,308,34.19,35.37,18.0,100.0,1,Spring,20.0,40.0,0.0,40.0
2022-05-08,360,1806,71,379,38.92,40.0,8.0,0.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-09,307,1652,327,394,41.16,39.36,4.0,0.0,1,Spring,80.0,0.0,0.0,20.0
2022-05-10,351,1433,98,405,41.05,37.58,4.0,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-11,319,1180,220,404,41.72,43.03,4.0,0.0,1,Spring,80.0,0.0,0.0,20.0
2022-05-12,462,1180,691,466,38.53,34.48,16.0,100.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-13,372,1003,296,391,36.77,39.33,16.0,100.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-14,427,631,742,555,38.18,38.89,21.0,100.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-15,328,873,746,397,37.01,39.47,19.0,100.0,1,Spring,60.0,0.0,0.0,40.0
2022-05-16,485,1112,85,525,40.86,42.93,18.0,100.0,1,Spring,20.0,40.0,0.0,40.0
2022-05-17,397,1124,201,444,43.39,41.04,7.0,0.0,1,Spring,20.0,20.0,0.0,60.0
2022-05-18,302,1494,84,293,39.13,40.55,6.0,0.0,1,Spring,80.0,20.0,0.0,0.0
2022-05-19,246,1392,60,291,38.52,40.6,5.0,0.0,1,Spring,60.0,40.0,0.0,0.0
2022-05-20,310,1206,456,367,38.53,37.32,6.0,0.0,1,Spring,60.0,20.0,0.0,20.0
2022-05-21,387,1017,783,443,43.17,41.39,4.0,0.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-22,380,706,213,388,43.54,43.91,7.0,0.0,1,Spring,40.0,0.0,0.0,60.0
2022-05-23,239,812,576,386,39.19,41.81,5.0,0.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-24,318,1441,346,370,41.99,42.91,5.0,0.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-25,423,1123,388,467,37.71,40.31,16.0,100.0,1,Spring,60.0,0.0,0.0,40.0
2022-05-26,466,1270,329,498,47.6,47.04,8.0,0.0,0,Spring,0.0,60.0,0.0,40.0
2022-05-27,497,1231,1329,684,51.22,51.49,6.0,0.0,0,Spring,80.0,0.0,0.0,20.0
2022-05-28,529,1419,752,599,46.55,51.31,5.0,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-05-29,485,1232,83,510,44.85,45.94,3.0,0.0,0,Spring,60.0,0.0,0.0,40.0
2022-05-30,501,1815,606,505,48.11,49.52,2.0,0.0,0,Spring,60.0,20.0,0.0,20.0
2022-05-31,462,2011,77,510,45.03,48.91,3.0,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-06-01,530,1626,414,656,43.16,46.65,17.0,100.0,0,Summer,40.0,60.0,0.0,0.0
2022-06-02,659,1784,1528,859,53.04,54.64,14.0,100.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-03,539,1612,0,621,49.16,50.56,3.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-06-04,520,1459,509,552,47.7,52.6,5.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-06-05,456,1983,394,626,47.09,51.97,6.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-06,566,1527,929,651,47.26,48.56,8.0,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-06-07,495,1443,420,523,43.09,43.37,6.0,0.0,0,Summer,0.0,100.0,0.0,0.0
2022-06-08,802,1468,1676,956,53.29,52.24,16.0,100.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-09,569,1670,231,734,42.45,43.06,21.0,100.0,0,Summer,80.0,20.0,0.0,0.0
2022-06-10,763,1933,580,834,48.69,44.96,19.0,100.0,0,Summer,40.0,40.0,0.0,20.0
2022-06-11,766,2560,240,797,42.92,43.62,19.0,100.0,0,Summer,0.0,20.0,0.0,80.0
2022-06-12,541,2403,1111,606,49.06,49.97,3.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-13,542,1862,114,643,46.95,49.94,5.0,0.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-14,544,1434,199,634,48.95,48.77,3.0,0.0,0,Summer,0.0,40.0,0.0,60.0
2022-06-15,768,2001,898,856,46.19,48.61,20.0,100.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-16,486,1633,111,517,45.44,44.88,4.0,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-06-17,665,1258,1047,723,53.1,52.73,7.0,0.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-18,477,1436,867,763,41.98,45.8,14.0,100.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-19,589,1666,511,766,50.9,52.09,3.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-20,690,1630,1311,1096,52.4,50.43,19.0,100.0,0,Summer,100.0,0.0,0.0,0.0
2022-06-21,731,1791,402,925,60.18,61.4,5.0,0.0,0,Summer,60.0,0.0,0.0,40.0
2022-06-22,663,1887,191,781,54.47,50.41,5.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-23,533,2067,205,624,47.92,47.83,6.0,0.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-24,698,2141,2264,855,55.12,60.33,3.0,0.0,0,Summer,0.0,40.0,0.0,60.0
2022-06-25,714,1443,155,723,49.67,47.48,8.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-26,722,1042,500,755,55.31,55.82,6.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-06-27,820,2590,1542,944,46.27,44.91,22.0,100.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-28,518,2295,164,623,46.05,47.72,6.0,0.0,0,Summer,60.0,0.0,0.0,40.0
2022-06-29,196,1941,0,239,36.5,36.46,7.0,0.0,1,Summer,40.0,40.0,0.0,20.0
2022-06-30,349,3098,0,439,41.73,45.49,6.0,0.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-01,441,2749,529,464,40.34,40.69,14.0,100.0,1,Summer,40.0,40.0,0.0,20.0
2022-07-02,364,2403,203,444,37.54,40.05,16.0,100.0,1,Summer,20.0,80.0,0.0,0.0
2022-07-03,451,2039,131,524,44.48,43.98,6.0,0.0,1,Summer,20.0,20.0,0.0,60.0
2022-07-04,536,2356,150,638,48.96,48.44,4.0,0.0,1,Summer,20.0,20.0,0.0,60.0
2022-07-05,293,1970,111,330,41.62,42.79,6.0,0.0,1,Summer,20.0,60.0,0.0,20.0
2022-07-06,418,1677,615,437,42.26,43.7,8.0,0.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-07,448,1444,528,507,39.85,44.04,9.0,0.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-08,412,1137,186,409,43.49,39.74,5.0,0.0,1,Summer,40.0,0.0,0.0,60.0
2022-07-09,288,1347,216,321,36.18,36.47,18.0,100.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-10,436,1551,536,453,35.08,37.98,18.0,100.0,1,Summer,80.0,0.0,0.0,20.0
2022-07-11,359,1197,154,440,39.09,36.79,9.0,0.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-12,390,1208,251,440,41.41,39.68,8.0,0.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-13,421,1415,442,375,41.38,41.73,4.0,0.0,1,Summer,0.0,20.0,0.0,80.0
2022-07-14,413,1174,532,418,41.75,44.37,4.0,0.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-15,314,912,410,400,39.85,45.92,6.0,0.0,1,Summer,20.0,60.0,0.0,20.0
2022-07-16,386,1161,359,448,42.87,43.98,16.0,100.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-17,450,1049,764,560,37.88,41.7,22.0,100.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-18,398,1418,946,451,44.68,43.26,4.0,0.0,1,Summer,40.0,40.0,0.0,20.0
2022-07-19,329,1020,106,394,41.6,39.0,6.0,0.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-20,433,1425,60,439,41.01,42.36,7.0,0.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-21,276,1998,64,303,37.29,39.44,4.0,0.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-22,389,1786,51,437,38.4,38.42,17.0,100.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-23,598,1448,1480,596,43.22,46.35,16.0,100.0,1,Summer,20.0,0.0,0.0,80.0
2022-07-24,538,951,62,562,38.85,41.82,20.0,100.0,1,Summer,20.0,80.0,0.0,0.0
2022-07-25,487,671,1441,662,48.07,47.14,7.0,0.0,0,Summer,20.0,60.0,0.0,20.0
2022-07-26,550,1478,188,769,48.08,48.24,7.0,0.0,0,Summer,0.0,20.0,0.0,80.0
2022-07-27,648,1293,1404,783,52.81,55.03,14.0,100.0,0,Summer,40.0,60.0,0.0,0.0
2022-07-28,594,1798,170,677,49.88,51.63,4.0,0.0,0,Summer,0.0,20.0,0.0,80.0
2022-07-29,447,1633,137,492,47.16,47.05,6.0,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-07-30,690,2468,1307,830,55.73,51.11,4.0,0.0,0,Summer,20.0,40.0,0.0,40.0
2022-07-31,535,1964,176,611,46.59,46.21,6.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-01,632,1791,657,785,52.53,55.12,5.0,0.0,0,Summer,0.0,60.0,0.0,40.0
2022-08-02,627,2094,123,659,51.77,48.62,3.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-03,546,1786,960,667,50.8,51.91,5.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-04,466,1801,0,574,48.83,47.22,5.0,0.0,0,Summer,20.0,40.0,0.0,40.0
2022-08-05,645,1577,1154,744,48.68,49.93,5.0,0.0,0,Summer,80.0,20.0,0.0,0.0
2022-08-06,657,1722,533,803,50.66,51.95,18.0,100.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-07,615,1264,820,928,45.7,52.81,20.0,100.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-08,562,2141,1266,713,39.1,39.98,24.0,100.0,0,Summer,20.0,80.0,0.0,0.0
2022-08-09,949,1579,401,977,50.36,47.86,18.0,100.0,0,Summer,0.0,40.0,0.0,60.0
2022-08-10,590,1442,895,762,48.6,48.68,17.0,100.0,0,Summer,20.0,60.0,0.0,20.0
2022-08-11,643,2541,417,716,47.89,53.85,8.0,0.0,0,Summer,80.0,20.0,0.0,0.0
2022-08-12,569,2126,670,626,50.26,51.69,4.0,0.0,0,Summer,60.0,20.0,0.0,20.0
2022-08-13,623,2451,446,673,48.5,50.65,6.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-14,469,2039,0,479,41.99,42.98,7.0,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-15,517,2475,484,722,48.23,45.29,8.0,0.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-16,571,2194,378,700,50.39,55.74,5.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-17,698,1871,1750,936,60.24,61.58,4.0,0.0,0,Summer,80.0,0.0,0.0,20.0
2022-08-18,636,1322,1027,868,51.13,50.17,12.0,100.0,0,Summer,0.0,20.0,0.0,80.0
2022-08-19,696,1752,0,631,48.29,49.07,6.0,0.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-20,622,2265,776,768,45.02,43.48,17.0,100.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-21,769,2523,1244,994,47.31,49.06,20.0,100.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-22,490,2083,0,654,49.43,51.35,7.0,0.0,0,Summer,0.0,60.0,0.0,40.0
2022-08-23,916,2531,0,913,51.39,50.15,19.0,100.0,0,Summer,60.0,0.0,0.0,40.0
2022-08-24,475,2219,337,674,50.56,48.44,7.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-25,683,1870,1024,757,47.83,44.84,18.0,100.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-26,518,1531,770,606,45.35,46.27,7.0,0.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-27,407,1438,453,527,41.68,40.2,6.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-28,640,1811,162,717,51.16,55.56,3.0,0.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-29,543,1966,0,585,44.57,41.04,7.0,0.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-30,713,1699,1663,735,52.66,60.08,5.0,0.0,0,Summer,80.0,0.0,0.0,20.0
2022-08-31,571,1081,225,636,47.17,53.43,5.0,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-09-01,485,600,605,541,46.08,42.77,7.0,0.0,0,Autumn,20.0,40.0,20.0,20.0
2022-09-02,642,1922,1022,629,47.77,51.78,6.0,0.0,0,Autumn,0.0,0.0,20.0,80.0
2022-09-03,394,1440,121,480,45.12,49.68,5.0,0.0,0,Autumn,0.0,20.0,20.0,60.0
2022-09-04,410,1881,0,465,44.97,49.28,4.0,0.0,0,Autumn,60.0,0.0,20.0,20.0
2022-09-05,471,2120,90,590,45.22,46.46,7.0,0.0,0,Autumn,20.0,0.0,60.0,20.0
2022-09-06,443,1739,750,606,45.21,51.23,6.0,0.0,0,Autumn,0.0,0.0,40.0,60.0
2022-09-07,409,1488,161,508,44.09,43.22,6.0,0.0,0,Autumn,20.0,20.0,20.0,40.0
2022-09-08,409,1466,456,540,46.7,50.86,4.0,0.0,0,Autumn,40.0,0.0,40.0,20.0
2022-09-09,539,1389,1387,645,46.23,48.05,17.0,100.0,0,Autumn,60.0,0.0,20.0,20.0
2022-09-10,394,1157,427,454,44.4,43.34,5.0,0.0,0,Autumn,0.0,20.0,40.0,40.0
2022-09-11,555,1449,158,598,41.01,39.86,19.0,100.0,0,Autumn,80.0,0.0,0.0,20.0
2022-09-12,550,1998,172,534,46.18,45.27,3.0,0.0,0,Autumn,20.0,20.0,60.0,0.0
