Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2022-01-24,8822,28804,8005,10570,68.13,69.62,10.25,40.0,0,Winter,40.0,0.0,40.0,20.0
2022-01-25,8434,30217,5866,9818,67.62,69.65,7.65,25.0,0,Winter,20.0,0.0,80.0,0.0
2022-01-26,9271,33946,8819,10584,68.33,69.16,9.2,35.0,0,Winter,60.0,0.0,40.0,0.0
2022-01-27,9276,34945,10619,10659,67.75,70.77,9.25,35.0,0,Winter,60.0,0.0,40.0,0.0
2022-01-28,8945,30835,7979,10522,69.38,70.19,7.25,20.0,0,Winter,20.0,0.0,40.0,40.0
2022-01-29,9655,28841,10407,11064,73.5,74.52,4.85,0.0,0,Winter,20.0,0.0,0.0,80.0
2022-01-30,7992,28792,7351,9553,69.29,71.37,5.25,0.0,0,Winter,40.0,0.0,60.0,0.0
2022-01-31,8592,31220,7837,10028,70.41,71.88,5.3,0.0,0,Winter,60.0,0.0,0.0,40.0
2022-02-01,9599,32532,9636,10791,67.29,67.56,10.85,50.0,0,Winter,0.0,0.0,100.0,0.0
2022-02-02,10746,31592,15414,12698,69.84,73.79,11.7,50.0,0,Winter,40.0,0.0,0.0,60.0
2022-02-03,10531,28180,15522,12779,69.52,71.78,13.05,60.0,0,Winter,80.0,0.0,0.0,20.0
2022-02-04,9757,28688,7278,11363,71.99,73.43,7.1,20.0,0,Winter,20.0,0.0,40.0,40.0
2022-02-05,10085,28893,9937,11914,70.18,71.98,9.75,35.0,0,Winter,40.0,0.0,0.0,60.0
2022-02-06,9298,35141,8468,11354,69.18,71.0,8.6,25.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-07,9472,37739,9065,11024,69.54,70.93,9.4,35.0,0,Winter,0.0,0.0,60.0,40.0
2022-02-08,10074,34732,6623,11473,68.97,70.37,10.05,40.0,0,Winter,0.0,0.0,60.0,40.0
2022-02-09,10699,34123,11539,12391,72.12,73.3,8.8,30.0,0,Winter,20.0,0.0,0.0,80.0
2022-02-10,9761,34083,12189,11510,70.44,71.73,8.85,30.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-11,9615,31455,8952,11491,72.4,73.73,6.8,15.0,0,Winter,20.0,0.0,20.0,60.0
2022-02-12,9918,30529,12472,12058,71.76,72.98,9.2,30.0,0,Winter,20.0,0.0,40.0,40.0
2022-02-13,8646,31186,7406,10607,67.49,70.52,10.05,40.0,0,Winter,40.0,0.0,60.0,0.0
2022-02-14,10173,35158,10441,12494,68.7,70.19,13.7,65.0,0,Winter,40.0,0.0,40.0,20.0
2022-02-15,9453,34876,7775,10727,67.58,67.66,10.65,45.0,0,Winter,20.0,0.0,80.0,0.0
2022-02-16,9800,34169,10574,11804,71.59,73.31,9.55,35.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-17,9428,33924,6626,10857,69.78,73.07,8.55,30.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-18,10017,34061,9633,11757,72.82,74.93,7.45,20.0,0,Winter,0.0,0.0,0.0,100.0
2022-02-19,10253,33834,10315,11873,71.45,73.93,8.2,30.0,0,Winter,40.0,0.0,0.0,60.0
2022-02-20,9483,31941,8338,11170,69.56,70.49,8.9,40.0,0,Winter,40.0,0.0,20.0,40.0
2022-02-21,9242,32379,7000,10619,68.35,69.13,10.15,40.0,0,Winter,40.0,0.0,40.0,20.0
2022-02-22,8861,31870,13090,10973,70.07,72.42,8.15,20.0,0,Winter,20.0,0.0,20.0,60.0
2022-02-23,9999,29240,9656,11769,70.14,71.46,9.55,40.0,0,Winter,0.0,0.0,40.0,60.0
2022-02-24,8940,30867,7520,10232,67.54,68.69,9.5,40.0,0,Winter,20.0,0.0,80.0,0.0
2022-02-25,8900,29075,7243,10152,69.18,71.15,8.0,25.0,0,Winter,40.0,0.0,60.0,0.0
2022-02-26,9367,30630,7522,10514,69.18,70.53,8.1,25.0,0,Winter,80.0,0.0,20.0,0.0
2022-02-27,10040,31154,17100,12841,69.79,72.19,12.25,55.0,0,Winter,0.0,0.0,40.0,60.0
2022-02-28,8951,29612,7214,10648,69.09,70.63,8.75,30.0,0,Winter,40.0,0.0,60.0,0.0
2022-03-01,10050,29750,8935,11914,70.56,73.04,8.75,35.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-02,8775,31254,9303,10250,68.28,69.74,7.5,20.0,0,Spring,80.0,20.0,0.0,0.0
2022-03-03,10192,31423,10980,11758,70.22,71.84,9.15,35.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-04,10323,31544,13493,12275,72.19,72.78,8.6,35.0,0,Spring,60.0,0.0,0.0,40.0
2022-03-05,10557,30709,11676,12275,70.48,73.82,9.85,35.0,0,Spring,20.0,20.0,0.0,60.0
2022-03-06,9349,31349,6166,11354,69.95,73.14,9.05,30.0,0,Spring,20.0,60.0,0.0,20.0
2022-03-07,9916,31283,9512,11452,68.71,69.53,10.25,40.0,0,Spring,40.0,20.0,0.0,40.0
2022-03-08,10365,34556,9238,11498,69.35,72.06,9.1,30.0,0,Spring,80.0,0.0,0.0,20.0
2022-03-09,9960,33328,11691,11929,70.14,70.78,9.75,40.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-10,9335,33094,8423,10574,66.77,69.79,9.85,35.0,0,Spring,0.0,100.0,0.0,0.0
2022-03-11,9495,31759,7226,10640,67.74,69.54,8.9,35.0,0,Spring,20.0,80.0,0.0,0.0
2022-03-12,11518,31059,15402,12860,69.81,72.67,11.55,45.0,0,Spring,40.0,0.0,0.0,60.0
2022-03-13,9555,30770,9526,11547,70.48,71.82,8.9,30.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-14,8768,31642,7833,10779,68.78,70.67,8.2,25.0,0,Spring,80.0,20.0,0.0,0.0
2022-03-15,10246,33006,9365,11765,70.12,71.55,10.4,45.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-16,9999,34216,9334,11852,68.31,69.91,11.25,45.0,0,Spring,40.0,40.0,0.0,20.0
2022-03-17,9433,34446,10274,11421,68.71,69.4,9.7,40.0,0,Spring,60.0,20.0,0.0,20.0
2022-03-18,9402,33486,7903,10765,68.74,68.73,8.7,35.0,0,Spring,0.0,80.0,0.0,20.0
2022-03-19,8776,31810,9749,10226,67.11,68.42,8.95,30.0,0,Spring,40.0,60.0,0.0,0.0
2022-03-20,10568,30250,12899,12298,71.68,72.83,9.4,40.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-21,9938,31175,10376,12065,72.28,72.98,7.25,20.0,0,Spring,0.0,0.0,0.0,100.0
2022-03-22,8670,33427,4274,9826,66.47,69.51,8.6,30.0,0,Spring,20.0,80.0,0.0,0.0
2022-03-23,9906,32975,11364,11547,69.51,70.62,8.5,30.0,0,Spring,0.0,40.0,0.0,60.0
2022-03-24,9808,33620,11486,11509,70.38,72.57,7.65,25.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-25,10629,32938,10559,12256,69.29,72.07,11.5,55.0,0,Spring,80.0,0.0,0.0,20.0
2022-03-26,10576,29755,11351,12575,68.99,72.07,11.5,50.0,0,Spring,60.0,0.0,0.0,40.0
2022-03-27,11169,32055,13753,12922,71.54,73.69,10.7,45.0,0,Spring,0.0,20.0,0.0,80.0
2022-03-28,9288,32345,5560,10248,66.07,67.34,10.25,40.0,0,Spring,0.0,100.0,0.0,0.0
2022-03-29,9388,32155,7971,10863,73.09,73.05,4.45,0.0,0,Spring,40.0,20.0,0.0,40.0
2022-03-30,8982,36078,5529,9902,68.3,70.7,5.45,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-03-31,8816,34923,7852,10028,70.82,72.85,4.4,0.0,0,Spring,20.0,60.0,0.0,20.0
2022-04-01,10273,30509,17039,12130,70.58,71.46,9.75,45.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-02,9787,30194,7371,11258,68.37,70.21,9.9,35.0,0,Spring,0.0,60.0,0.0,40.0
2022-04-03,9379,30702,8805,11205,69.15,72.01,8.6,30.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-04,8970,30493,7682,10342,65.88,68.17,11.3,45.0,0,Spring,40.0,60.0,0.0,0.0
2022-04-05,9703,32428,9969,11118,69.02,70.53,9.7,35.0,0,Spring,60.0,40.0,0.0,0.0
2022-04-06,10275,30866,11637,12730,70.23,71.6,12.0,55.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-07,10231,29323,10286,11670,69.84,72.32,10.05,40.0,0,Spring,20.0,20.0,0.0,60.0
2022-04-08,10259,30287,11072,12304,69.14,72.03,11.3,55.0,0,Spring,0.0,40.0,0.0,60.0
2022-04-09,8893,28379,4985,10240,67.59,68.93,9.1,30.0,0,Spring,40.0,40.0,0.0,20.0
2022-04-10,9237,29873,9796,10442,69.09,72.22,7.25,15.0,0,Spring,60.0,40.0,0.0,0.0
2022-04-11,9946,29570,12033,11989,69.39,71.06,10.85,45.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-12,10528,29962,12522,12767,69.95,70.73,12.45,55.0,0,Spring,40.0,0.0,0.0,60.0
2022-04-13,10028,30066,8441,11980,70.81,71.56,10.15,35.0,0,Spring,40.0,0.0,0.0,60.0
2022-04-14,9226,30146,8803,10815,70.16,73.04,7.6,20.0,0,Spring,20.0,40.0,0.0,40.0
2022-04-15,9632,30814,11724,11805,71.16,71.29,9.05,30.0,0,Spring,0.0,20.0,0.0,80.0
2022-04-16,8750,32403,8405,10107,68.06,68.32,9.55,35.0,0,Spring,20.0,60.0,0.0,20.0
2022-04-17,10089,31374,11736,11537,70.14,71.79,9.55,35.0,0,Spring,60.0,0.0,0.0,40.0
2022-04-18,10083,32290,10346,11676,69.94,72.9,8.3,30.0,0,Spring,80.0,0.0,0.0,20.0
2022-04-19,10136,32950,11432,12301,69.45,71.53,11.7,50.0,0,Spring,40.0,20.0,0.0,40.0
2022-04-20,10467,33396,10103,12362,72.02,74.23,9.45,30.0,0,Spring,20.0,20.0,0.0,60.0
2022-04-21,8888,33545,5054,10197,67.0,68.16,10.15,40.0,0,Spring,0.0,100.0,0.0,0.0
2022-04-22,8656,35989,6755,10163,69.32,70.43,6.25,15.0,0,Spring,0.0,80.0,0.0,20.0
2022-04-23,6010,35542,2532,6686,61.43,62.5,7.8,20.0,1,Spring,20.0,0.0,0.0,80.0
2022-04-24,6398,35909,3789,7357,59.2,61.6,11.2,45.0,1,Spring,0.0,60.0,0.0,40.0
2022-04-25,6842,33321,6325,7732,61.1,61.93,10.55,40.0,1,Spring,0.0,20.0,0.0,80.0
2022-04-26,5602,31349,3646,6201,59.8,61.95,6.95,20.0,1,Spring,20.0,80.0,0.0,0.0
2022-04-27,5782,29728,4359,6825,60.61,60.8,9.1,30.0,1,Spring,20.0,40.0,0.0,40.0
2022-04-28,5854,27478,5067,6834,59.74,60.21,9.8,40.0,1,Spring,60.0,20.0,0.0,20.0
2022-04-29,5578,28214,5227,6294,61.88,62.8,4.9,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-04-30,5310,26101,2433,6009,61.24,62.2,4.25,0.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-01,6289,25100,8966,6875,58.63,60.15,11.1,50.0,1,Spring,40.0,20.0,0.0,40.0
2022-05-02,5816,24314,7188,6819,61.21,63.41,7.55,25.0,1,Spring,0.0,60.0,0.0,40.0
2022-05-03,5941,23345,3938,6818,61.26,63.65,7.55,20.0,1,Spring,20.0,20.0,0.0,60.0
2022-05-04,5765,21767,4920,6766,59.35,59.85,10.4,35.0,1,Spring,60.0,20.0,0.0,20.0
2022-05-05,6417,25728,5079,7077,61.53,62.59,7.9,20.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-06,6393,23692,7217,7419,60.31,61.03,10.35,45.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-07,6278,21893,5716,6856,61.23,61.98,8.2,25.0,1,Spring,20.0,40.0,0.0,40.0
2022-05-08,5980,20473,7496,7269,61.38,62.9,8.5,30.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-09,5833,21305,5786,6669,60.7,61.15,7.7,20.0,1,Spring,80.0,0.0,0.0,20.0
2022-05-10,6205,22374,6998,7088,60.18,60.25,9.3,30.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-11,5906,21385,6961,6982,61.13,63.05,8.15,30.0,1,Spring,80.0,0.0,0.0,20.0
2022-05-12,5649,22746,4823,6443,59.12,59.68,9.15,35.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-13,5765,23629,7264,6694,59.8,61.95,8.65,35.0,1,Spring,0.0,40.0,0.0,60.0
2022-05-14,6192,22122,3916,7077,59.7,61.05,10.65,45.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-15,5998,23025,7291,7169,60.32,61.72,10.1,45.0,1,Spring,60.0,0.0,0.0,40.0
2022-05-16,6130,24455,5555,6924,60.52,61.43,9.35,30.0,1,Spring,20.0,40.0,0.0,40.0
2022-05-17,6411,23892,6844,7295,60.53,61.47,9.7,40.0,1,Spring,20.0,20.0,0.0,60.0
2022-05-18,5242,22717,3442,6297,58.18,59.95,9.7,40.0,1,Spring,80.0,20.0,0.0,0.0
2022-05-19,6075,25282,5979,7137,60.26,60.88,10.2,45.0,1,Spring,60.0,40.0,0.0,0.0
2022-05-20,6745,24798,9027,7658,59.0,61.0,12.2,55.0,1,Spring,60.0,20.0,0.0,20.0
2022-05-21,6038,22109,5398,6776,60.49,63.58,9.1,40.0,1,Spring,40.0,40.0,0.0,20.0
2022-05-22,5981,20159,6840,7083,61.48,62.28,8.05,20.0,1,Spring,40.0,0.0,0.0,60.0
2022-05-23,5471,23044,5722,6715,60.41,62.18,8.85,35.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-24,6095,25224,3812,6729,60.74,62.24,9.1,35.0,1,Spring,40.0,60.0,0.0,0.0
2022-05-25,6510,23385,8484,7250,61.07,61.18,10.85,50.0,1,Spring,60.0,0.0,0.0,40.0
2022-05-26,8697,23450,15554,10744,67.82,68.27,10.75,40.0,0,Spring,0.0,60.0,0.0,40.0
2022-05-27,9571,22807,14396,12001,68.8,70.25,11.7,50.0,0,Spring,80.0,0.0,0.0,20.0
2022-05-28,9424,21943,8664,11180,68.16,69.03,9.6,30.0,0,Spring,40.0,20.0,0.0,40.0
2022-05-29,8845,24968,7883,10770,71.68,74.67,4.65,0.0,0,Spring,60.0,0.0,0.0,40.0
2022-05-30,9196,32541,7206,10253,70.23,71.23,5.3,0.0,0,Spring,60.0,20.0,0.0,20.0
2022-05-31,9091,30517,8348,10279,71.33,73.83,4.7,0.0,0,Spring,80.0,20.0,0.0,0.0
2022-06-01,9544,28555,12434,11408,67.6,70.94,11.45,50.0,0,Summer,40.0,60.0,0.0,0.0
2022-06-02,10039,27349,14080,11872,71.65,72.17,8.5,25.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-03,9818,26089,12127,12073,72.95,73.65,9.1,30.0,0,Summer,20.0,20.0,0.0,60.0
2022-06-04,9170,28360,10710,11415,70.6,71.24,8.6,35.0,0,Summer,40.0,40.0,0.0,20.0
2022-06-05,9145,30915,6208,11067,70.96,72.56,6.8,20.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-06,9561,36299,8803,10831,67.44,68.25,9.3,25.0,0,Summer,20.0,80.0,0.0,0.0
2022-06-07,8889,35624,6064,9906,68.51,69.42,7.5,20.0,0,Summer,0.0,100.0,0.0,0.0
2022-06-08,10667,35555,17737,12552,70.77,72.85,10.4,45.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-09,9669,33147,6231,11729,69.09,69.8,9.95,35.0,0,Summer,80.0,20.0,0.0,0.0
2022-06-10,9891,31505,7400,11905,70.57,71.83,8.9,35.0,0,Summer,40.0,40.0,0.0,20.0
2022-06-11,11391,34853,13407,13048,71.86,73.94,8.6,30.0,0,Summer,0.0,20.0,0.0,80.0
2022-06-12,10883,35546,13922,12724,72.12,74.73,8.55,30.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-13,9602,29511,7829,11706,69.55,70.67,10.05,35.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-14,10181,30483,9492,12055,70.62,72.7,8.3,20.0,0,Summer,0.0,40.0,0.0,60.0
2022-06-15,10798,33606,12097,12542,68.68,71.14,12.05,55.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-16,9928,34221,8220,11116,67.65,68.86,9.45,45.0,0,Summer,20.0,80.0,0.0,0.0
2022-06-17,10361,34156,11399,12536,72.18,73.48,8.7,30.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-18,9321,33828,8147,10856,66.29,70.08,11.65,45.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-19,10430,34342,9587,12114,69.06,73.09,10.45,45.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-20,10095,33598,11026,12511,68.44,69.75,11.6,50.0,0,Summer,100.0,0.0,0.0,0.0
2022-06-21,10644,32775,12813,12745,72.46,74.5,8.55,30.0,0,Summer,60.0,0.0,0.0,40.0
2022-06-22,10749,32840,8323,12555,70.49,73.41,11.25,50.0,0,Summer,40.0,20.0,0.0,40.0
2022-06-23,9380,33108,5888,10832,68.41,68.53,9.1,30.0,0,Summer,20.0,60.0,0.0,20.0
2022-06-24,10006,33535,11680,11949,70.87,72.03,9.0,35.0,0,Summer,0.0,40.0,0.0,60.0
2022-06-25,10248,33675,12056,12097,71.08,70.79,9.5,35.0,0,Summer,60.0,40.0,0.0,0.0
2022-06-26,11178,31029,12909,13349,71.37,74.74,12.45,60.0,0,Summer,20.0,20.0,0.0,60.0
2022-06-27,9709,30864,8649,11636,70.75,74.41,7.75,25.0,0,Summer,20.0,40.0,0.0,40.0
2022-06-28,10510,30184,8772,11950,71.02,72.43,8.85,30.0,0,Summer,60.0,0.0,0.0,40.0
2022-06-29,5461,32195,3657,6338,61.45,63.58,5.3,0.0,1,Summer,40.0,40.0,0.0,20.0
2022-06-30,5548,37319,2145,6308,61.94,63.0,4.55,0.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-01,5774,37854,4205,6760,60.75,62.21,8.25,25.0,1,Summer,40.0,40.0,0.0,20.0
2022-07-02,5552,35178,2554,6408,59.36,62.13,8.7,35.0,1,Summer,20.0,80.0,0.0,0.0
2022-07-03,6701,34287,6634,7698,61.95,64.11,9.4,35.0,1,Summer,20.0,20.0,0.0,60.0
2022-07-04,6950,32167,5724,7834,62.61,63.96,8.2,25.0,1,Summer,20.0,20.0,0.0,60.0
2022-07-05,5841,28430,4594,7014,59.96,62.52,10.15,45.0,1,Summer,20.0,60.0,0.0,20.0
2022-07-06,6479,27512,5390,7516,62.18,63.36,8.35,30.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-07,6788,26469,6698,7819,62.46,64.46,9.45,35.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-08,6774,26217,7802,7804,63.12,62.49,8.25,25.0,1,Summer,40.0,0.0,0.0,60.0
2022-07-09,6095,24178,7300,7485,60.87,62.05,11.35,45.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-10,6661,23678,5524,7656,62.3,63.7,8.4,30.0,1,Summer,80.0,0.0,0.0,20.0
2022-07-11,6257,22940,5364,7186,60.08,61.66,10.4,40.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-12,6271,24453,5215,7348,61.64,64.06,8.0,25.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-13,6716,25104,7149,7672,62.67,65.22,7.8,30.0,1,Summer,0.0,20.0,0.0,80.0
2022-07-14,6465,25357,6208,7304,60.38,61.68,9.95,40.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-15,6380,22792,6377,7261,59.18,59.8,10.7,40.0,1,Summer,20.0,60.0,0.0,20.0
2022-07-16,6267,21708,6435,7406,61.91,63.58,9.1,30.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-17,6510,22013,7639,7834,61.25,62.57,9.85,40.0,1,Summer,60.0,20.0,0.0,20.0
2022-07-18,6005,25197,4940,6716,62.42,64.76,6.55,10.0,1,Summer,40.0,40.0,0.0,20.0
2022-07-19,6180,24756,5694,7024,60.95,60.69,8.95,25.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-20,6208,24316,7131,6911,60.57,62.01,8.35,25.0,1,Summer,0.0,80.0,0.0,20.0
2022-07-21,5975,24008,5908,6806,59.37,59.89,8.75,30.0,1,Summer,40.0,60.0,0.0,0.0
2022-07-22,6660,22613,5168,7803,60.74,64.19,11.3,55.0,1,Summer,40.0,20.0,0.0,40.0
2022-07-23,7466,23036,10623,8630,62.64,64.85,11.6,55.0,1,Summer,20.0,0.0,0.0,80.0
2022-07-24,5703,22170,5174,7046,58.82,59.47,11.25,50.0,1,Summer,20.0,80.0,0.0,0.0
2022-07-25,9478,23313,18666,11443,68.43,69.69,10.9,45.0,0,Summer,20.0,60.0,0.0,20.0
2022-07-26,10501,22897,18054,13772,71.97,72.48,11.25,50.0,0,Summer,0.0,20.0,0.0,80.0
2022-07-27,9476,24104,10559,12475,69.96,73.16,10.95,50.0,0,Summer,40.0,60.0,0.0,0.0
2022-07-28,9709,27560,10605,12347,70.86,74.4,9.7,30.0,0,Summer,0.0,20.0,0.0,80.0
2022-07-29,8366,32096,5611,9962,69.96,72.88,4.3,0.0,0,Summer,20.0,80.0,0.0,0.0
2022-07-30,9827,39136,7784,11425,72.59,75.47,5.25,0.0,0,Summer,20.0,40.0,0.0,40.0
2022-07-31,10122,37311,8248,11371,73.78,75.61,4.3,0.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-01,9543,36387,8035,11018,70.11,72.06,7.8,20.0,0,Summer,0.0,60.0,0.0,40.0
2022-08-02,9997,34010,9371,11890,67.73,69.8,11.8,50.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-03,10465,32970,12794,12460,71.68,72.43,9.7,40.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-04,10541,31919,10905,12061,69.99,71.89,9.15,40.0,0,Summer,20.0,40.0,0.0,40.0
2022-08-05,10100,28628,10590,11758,70.89,71.38,9.2,35.0,0,Summer,80.0,20.0,0.0,0.0
2022-08-06,10198,30567,9934,12528,73.48,74.92,8.4,25.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-07,10271,29998,11119,12199,69.32,71.48,11.1,40.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-08,9864,31807,9698,11325,69.4,69.82,10.15,40.0,0,Summer,20.0,80.0,0.0,0.0
2022-08-09,11119,31204,12163,12839,71.71,74.41,9.1,40.0,0,Summer,0.0,40.0,0.0,60.0
2022-08-10,9437,30603,10423,11145,68.72,69.89,9.35,35.0,0,Summer,20.0,60.0,0.0,20.0
2022-08-11,9843,33284,8881,11421,69.95,72.34,8.15,25.0,0,Summer,80.0,20.0,0.0,0.0
2022-08-12,9735,34070,12076,11440,69.77,71.36,8.45,30.0,0,Summer,60.0,20.0,0.0,20.0
2022-08-13,9875,33822,8365,11353,70.1,70.18,9.6,30.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-14,10129,36742,9928,12114,70.7,72.3,9.65,35.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-15,10490,37547,7976,11844,70.48,72.17,9.55,35.0,0,Summer,60.0,40.0,0.0,0.0
2022-08-16,10647,34354,12349,12029,69.43,70.91,11.2,45.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-17,10456,31292,13016,12606,71.13,73.79,8.85,30.0,0,Summer,80.0,0.0,0.0,20.0
2022-08-18,10261,30755,8593,12655,70.82,74.51,10.0,35.0,0,Summer,0.0,20.0,0.0,80.0
2022-08-19,9393,35224,6423,10975,68.32,71.06,10.25,40.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-20,10093,34799,11128,12221,71.29,74.26,9.05,35.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-21,10332,35404,10011,12185,69.93,71.13,9.7,35.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-22,10836,34313,13507,12012,71.26,75.39,8.25,30.0,0,Summer,0.0,60.0,0.0,40.0
2022-08-23,10428,32532,9023,12313,72.81,75.02,7.75,25.0,0,Summer,60.0,0.0,0.0,40.0
2022-08-24,9829,31599,7151,11611,69.94,71.3,9.25,35.0,0,Summer,40.0,40.0,0.0,20.0
2022-08-25,11555,32888,16314,13494,72.32,75.01,10.6,45.0,0,Summer,20.0,20.0,0.0,60.0
2022-08-26,10261,33539,8599,11971,70.34,72.03,10.25,45.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-27,10971,31527,10866,13033,72.01,75.75,9.35,30.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-28,11295,32329,12089,13021,71.81,73.6,11.05,50.0,0,Summer,40.0,20.0,0.0,40.0
2022-08-29,9378,32684,6000,10782,71.41,72.69,4.9,0.0,0,Summer,40.0,60.0,0.0,0.0
2022-08-30,9732,33936,8338,11228,73.03,74.77,4.3,0.0,0,Summer,80.0,0.0,0.0,20.0
