Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,DayOfWeek,DayOfMonth,WeekOfYear,Month,IsWeekend,UnitsSold_Lag_1,UnitsSold_Lag_7,UnitsSold_Lag_14,UnitsSold_Lag_21,UnitsSold_Lag_28,UnitsSold_RollingMean_7,UnitsSold_RollingMean_14,UnitsSold_RollingMean_28,UnitsSold_RollingStd_7,UnitsSold_RollingStd_14,UnitsSold_RollingStd_28
2022-02-17,601,1523,302,686,96.21,94.52,4.0,0.0,0,Winter,40.0,0.0,20.0,40.0,3,17,7,2,0,636.0,339.0,677.0,295.0,435.0,502.0,534.9285714285714,475.6071428571428,128.7581712617364,112.61948477793864,126.98566244111376
2022-02-18,452,1540,0,467,79.88,82.1,9.0,0.0,0,Winter,0.0,0.0,0.0,100.0,4,18,7,2,0,601.0,498.0,492.0,437.0,498.0,539.4285714285714,529.5,481.5357142857143,110.2253103766056,106.93258120459323,128.88050225861895
2022-02-19,526,1750,1001,648,77.48,79.79,17.0,100.0,0,Winter,40.0,0.0,0.0,60.0,5,19,7,2,1,452.0,521.0,505.0,369.0,400.0,532.8571428571429,526.6428571428571,479.8928571428572,114.39905094511424,108.53401249438755,128.95601871143813
2022-02-20,547,1538,544,738,86.39,90.98,14.0,100.0,0,Winter,40.0,0.0,20.0,40.0,6,20,7,2,1,526.0,330.0,648.0,357.0,272.0,533.5714285714286,528.1428571428571,484.3928571428572,114.3282658879788,108.3568585333148,128.2614053222485
2022-02-21,520,1375,183,630,87.63,84.81,6.0,0.0,0,Winter,40.0,0.0,40.0,20.0,0,21,8,2,0,547.0,533.0,633.0,409.0,409.0,564.5714285714286,520.9285714285714,494.2142857142857,71.22466132564179,102.99250479503858,121.7594340836052
2022-02-22,443,1885,236,523,81.94,80.61,5.0,0.0,0,Winter,20.0,0.0,20.0,60.0,1,22,8,2,0,520.0,657.0,435.0,588.0,312.0,562.7142857142857,512.8571428571429,498.1785714285714,72.34573077870424,97.83255486395512,120.68448412697764
2022-02-23,584,1678,694,743,83.05,85.86,15.0,100.0,0,Winter,0.0,0.0,40.0,60.0,2,23,8,2,0,443.0,636.0,585.0,696.0,351.0,532.1428571428571,513.4285714285714,502.8571428571428,71.06670240327871,97.36506582936224,115.63310889626676
2022-02-24,490,1431,105,492,83.64,83.65,3.0,0.0,0,Winter,20.0,0.0,80.0,0.0,3,24,8,2,0,584.0,601.0,339.0,677.0,295.0,524.7142857142857,513.3571428571429,511.1785714285714,60.303991812909175,97.30887155607384,112.6453147326463
2022-02-25,511,1046,963,600,90.68,86.89,5.0,0.0,0,Winter,40.0,0.0,60.0,0.0,4,25,8,2,0,490.0,452.0,498.0,492.0,437.0,508.8571428571428,524.1428571428571,518.1428571428571,50.73601144298637,83.94765506676642,104.51996594155248
2022-02-26,467,1099,181,520,88.1,84.28,4.0,0.0,0,Winter,80.0,0.0,20.0,0.0,5,26,8,2,1,511.0,526.0,521.0,505.0,369.0,517.2857142857143,525.0714285714286,520.7857142857143,44.195453332193374,83.70779238215823,103.32091579255211
2022-02-27,519,1128,1448,793,80.2,73.76,24.0,100.0,0,Winter,0.0,0.0,40.0,60.0,6,27,8,2,1,467.0,547.0,330.0,648.0,357.0,508.8571428571428,521.2142857142857,524.2857142857143,47.7403692606461,85.14167249710565,99.5809208049403
2022-02-28,429,1322,145,535,82.81,90.82,4.0,0.0,0,Winter,40.0,0.0,60.0,0.0,0,28,9,2,0,519.0,520.0,533.0,633.0,409.0,504.8571428571428,534.7142857142857,530.0714285714286,45.11255764355244,65.12051380848683,94.05432967820744
2022-03-01,497,1318,74,604,87.29,91.89,6.0,0.0,0,Spring,0.0,20.0,0.0,80.0,1,1,9,3,0,429.0,443.0,657.0,435.0,588.0,491.8571428571428,527.2857142857143,530.7857142857143,52.52437076071932,70.99775572989137,93.17262240667893
2022-03-02,689,1791,1453,955,91.19,96.46,17.0,100.0,0,Spring,80.0,20.0,0.0,0.0,2,2,9,3,0,497.0,584.0,636.0,585.0,696.0,499.57142857142856,515.8571428571429,527.5357142857143,47.91609730510578,60.6323817302744,92.68883913109984
2022-03-03,368,1561,0,459,78.26,80.49,8.0,0.0,0,Spring,0.0,40.0,0.0,60.0,3,3,9,3,0,689.0,490.0,601.0,339.0,677.0,514.5714285714286,519.6428571428571,527.2857142857143,82.61932207996124,69.68898725806642,92.22591310265814
2022-03-04,486,1580,139,512,80.88,76.44,7.0,0.0,0,Spring,60.0,0.0,0.0,40.0,4,4,9,3,0,368.0,511.0,452.0,498.0,492.0,497.1428571428572,503.0,516.25,99.75708591612012,76.27581530209949,92.1350156624023
2022-03-05,452,1840,201,499,82.73,90.48,4.0,0.0,0,Spring,20.0,20.0,0.0,60.0,5,5,9,3,1,486.0,467.0,526.0,521.0,505.0,493.57142857142856,505.4285714285714,516.0357142857143,99.6257281744314,75.05865837997767,92.2004588013238
2022-03-06,505,1589,335,594,85.38,89.45,7.0,0.0,0,Spring,20.0,60.0,0.0,20.0,6,6,9,3,1,452.0,519.0,547.0,330.0,648.0,491.4285714285714,500.1428571428572,514.1428571428571,100.45041420664074,76.09695954995341,92.97618742759586
2022-03-07,477,1419,673,537,85.41,86.29,5.0,0.0,0,Spring,40.0,20.0,0.0,40.0,0,7,10,3,0,505.0,429.0,520.0,533.0,633.0,489.4285714285714,497.1428571428572,509.0357142857143,99.9480817605772,74.92648411595206,89.20201050003685
2022-03-08,614,1058,1083,738,83.38,86.16,16.0,100.0,0,Spring,80.0,0.0,0.0,20.0,1,8,10,3,0,477.0,497.0,443.0,657.0,435.0,496.2857142857143,494.07142857142856,503.4642857142857,96.7052468168338,74.79866749709284,85.98642534676826
2022-03-09,366,968,0,477,72.64,73.83,15.0,100.0,0,Spring,0.0,40.0,0.0,60.0,2,9,10,3,0,614.0,689.0,584.0,636.0,585.0,513.0,506.2857142857143,509.8571428571428,106.46752243446508,79.62356490331291,87.3510220787431
2022-03-10,667,1254,1099,723,80.3,91.46,17.0,100.0,0,Spring,0.0,100.0,0.0,0.0,3,10,10,3,0,366.0,368.0,490.0,601.0,339.0,466.8571428571428,490.7142857142857,502.0357142857143,85.38233340183918,84.4278741534212,90.13384374561976
2022-03-11,597,1279,279,685,78.04,81.47,16.0,100.0,0,Spring,20.0,80.0,0.0,0.0,4,11,10,3,0,667.0,486.0,511.0,452.0,498.0,509.57142857142856,503.3571428571428,513.75,101.03936055296654,96.67678676342678,89.47195919103083
2022-03-12,517,1327,140,563,84.11,89.26,6.0,0.0,0,Spring,40.0,0.0,0.0,60.0,5,12,10,3,1,597.0,452.0,467.0,526.0,521.0,525.4285714285714,509.5,517.2857142857143,105.34207317568978,99.87896521444183,90.77316341170004
2022-03-13,535,1455,688,587,85.35,90.15,6.0,0.0,0,Spring,0.0,20.0,0.0,80.0,6,13,10,3,1,517.0,505.0,519.0,547.0,330.0,534.7142857142857,513.0714285714286,517.1428571428571,100.54636457163149,99.13352633673452,90.77024895436884
2022-03-14,447,1160,476,535,84.95,84.05,5.0,0.0,0,Spring,80.0,20.0,0.0,0.0,0,14,11,3,0,535.0,477.0,429.0,520.0,533.0,539.0,514.2142857142857,524.4642857142857,99.7045635866283,99.2992203636824,83.05619790588788
2022-03-15,477,815,264,640,89.7,94.07,3.0,0.0,0,Spring,0.0,40.0,0.0,60.0,1,15,11,3,0,447.0,614.0,497.0,443.0,657.0,534.7142857142857,515.5,521.3928571428571,103.39038363683264,98.2216880327354,84.30954398138572
2022-03-16,560,1424,805,657,86.67,88.41,8.0,0.0,0,Spring,40.0,40.0,0.0,20.0,2,16,11,3,0,477.0,366.0,689.0,584.0,636.0,515.1428571428571,514.0714285714286,514.9642857142857,98.74281167326988,98.65594004161382,80.35637389402805
2022-03-17,667,1153,1029,726,77.73,73.23,23.0,100.0,0,Spring,60.0,20.0,0.0,20.0,3,17,11,3,0,560.0,667.0,368.0,490.0,601.0,542.8571428571429,504.8571428571428,512.25,74.04149415795757,86.31325519280347,77.34368944067967
2022-03-18,326,574,96,550,85.69,84.36,4.0,0.0,0,Spring,0.0,80.0,0.0,20.0,4,18,11,3,0,667.0,597.0,486.0,511.0,452.0,542.8571428571429,526.2142857142857,514.6071428571429,74.04149415795757,86.83510329835025,81.06482969671016
2022-03-19,371,1327,219,498,85.23,83.1,3.0,0.0,0,Spring,40.0,60.0,0.0,0.0,5,19,11,3,1,326.0,517.0,452.0,467.0,526.0,504.1428571428572,514.7857142857143,510.1071428571428,105.27492352792042,101.77817400256646,87.8796901854459
2022-03-20,682,1649,697,621,90.73,92.93,4.0,0.0,0,Spring,0.0,40.0,0.0,60.0,6,20,11,3,1,371.0,535.0,505.0,519.0,547.0,483.2857142857143,509.0,504.57142857142856,116.19913121550454,107.74899606885506,91.64279631483386
2022-03-21,424,1176,912,589,88.51,83.24,4.0,0.0,0,Spring,0.0,0.0,0.0,100.0,0,21,12,3,0,682.0,447.0,477.0,429.0,520.0,504.2857142857143,521.6428571428571,509.3928571428572,138.2867965325615,117.21223823137576,97.3323208797093
2022-03-22,293,971,0,382,74.45,81.34,7.0,0.0,0,Spring,20.0,80.0,0.0,0.0,1,22,12,3,0,424.0,477.0,614.0,497.0,443.0,501.0,517.8571428571429,505.9642857142857,140.13564856951982,119.59666649770232,98.6270499079486
2022-03-23,472,1471,245,569,75.67,81.01,16.0,100.0,0,Spring,0.0,40.0,0.0,60.0,2,23,12,3,0,293.0,560.0,366.0,689.0,584.0,474.7142857142857,494.9285714285714,500.6071428571428,161.0793947982527,130.0594327373299,105.97390988691312
2022-03-24,560,1632,686,682,92.51,97.92,3.0,0.0,0,Spring,0.0,20.0,0.0,80.0,3,24,12,3,0,472.0,667.0,667.0,368.0,490.0,462.1428571428572,502.5,496.6071428571428,156.68804312117368,124.96199422224342,104.81706790817866
2022-03-25,509,1294,314,656,79.27,76.86,17.0,100.0,0,Spring,80.0,0.0,0.0,20.0,4,25,12,3,0,560.0,326.0,597.0,486.0,511.0,446.8571428571428,494.8571428571428,499.1071428571428,137.40503213908423,117.15529282692538,105.48629515538252
2022-03-26,786,1099,993,867,85.98,89.61,19.0,100.0,0,Spring,60.0,0.0,0.0,40.0,5,26,12,3,1,509.0,371.0,517.0,452.0,467.0,473.0,488.57142857142856,499.0357142857143,127.64011908487056,113.55900823645982,105.47862066783688
2022-03-27,466,1155,1120,805,81.87,86.31,19.0,100.0,0,Spring,0.0,20.0,0.0,80.0,6,27,12,3,1,786.0,682.0,535.0,505.0,519.0,532.2857142857143,507.7857142857143,510.4285714285714,163.6629812406319,138.71119891089074,118.3345629267662
2022-03-28,439,1131,83,476,81.06,76.33,5.0,0.0,0,Spring,0.0,100.0,0.0,0.0,0,28,13,3,0,466.0,424.0,447.0,477.0,429.0,501.4285714285714,502.8571428571428,508.5357142857143,150.56986987536945,138.8955651631038,118.61593239522854
2022-03-29,472,1412,271,595,88.47,85.63,5.0,0.0,0,Spring,40.0,20.0,0.0,40.0,1,29,13,3,0,439.0,293.0,477.0,614.0,497.0,503.57142857142856,502.2857142857143,508.8928571428572,149.38636388334004,139.15924943494306,118.38241213392094
2022-03-30,345,1867,216,403,77.63,76.9,5.0,0.0,0,Spring,80.0,20.0,0.0,0.0,2,30,13,3,0,472.0,472.0,560.0,366.0,689.0,529.1428571428571,501.9285714285714,508.0,119.70579012928398,139.23553054817927,118.56956076810248
2022-03-31,339,1738,0,348,76.07,75.31,3.0,0.0,0,Spring,20.0,60.0,0.0,20.0,3,31,13,3,0,345.0,560.0,667.0,667.0,368.0,511.0,486.57142857142856,495.7142857142857,138.03139739445749,144.10931443003437,116.93108357865464
2022-04-01,343,1399,455,407,74.9,78.47,6.0,0.0,0,Spring,40.0,20.0,0.0,40.0,4,1,13,4,0,339.0,509.0,326.0,597.0,486.0,479.4285714285714,463.1428571428572,494.6785714285714,149.73404994952105,139.09479730515676,118.22547622028527
2022-04-02,543,1231,948,737,85.71,85.0,14.0,100.0,0,Spring,0.0,60.0,0.0,40.0,5,2,13,4,1,343.0,786.0,371.0,517.0,452.0,455.7142857142857,464.3571428571428,489.57142857142856,157.22776926666407,137.87430571293618,121.65324996691722
2022-04-03,360,1372,0,415,73.74,78.52,8.0,0.0,0,Spring,80.0,0.0,0.0,20.0,6,3,13,4,1,543.0,466.0,682.0,535.0,505.0,421.0,476.6428571428572,492.82142857142856,80.01874780324857,136.57266712850492,121.82776353628914
2022-04-04,415,1012,386,487,77.39,76.55,8.0,0.0,0,Spring,40.0,60.0,0.0,0.0,0,4,14,4,0,360.0,439.0,424.0,447.0,477.0,405.8571428571428,453.6428571428572,487.6428571428572,80.11331260872154,126.0357746178302,124.34665233567794
2022-04-05,497,1215,663,579,85.25,94.35,5.0,0.0,0,Spring,60.0,40.0,0.0,0.0,1,5,14,4,0,415.0,472.0,293.0,477.0,614.0,402.4285714285714,453.0,485.4285714285714,78.96382535240801,126.22141717571613,125.09298129093406
2022-04-06,655,1274,639,710,82.45,88.84,13.0,100.0,0,Spring,80.0,0.0,0.0,20.0,2,6,14,4,0,497.0,345.0,472.0,560.0,366.0,406.0,467.57142857142856,481.25,83.09231813671596,117.8256301526927,122.5677817010291
2022-04-07,405,872,165,501,80.49,84.66,6.0,0.0,0,Spring,20.0,20.0,0.0,60.0,3,7,14,4,0,655.0,339.0,560.0,667.0,667.0,450.2857142857143,480.6428571428572,491.57142857142856,119.70618792932696,128.0610474271231,124.65372142278898
2022-04-08,366,1437,489,493,86.81,82.93,1.0,0.0,0,Spring,0.0,40.0,0.0,60.0,4,8,14,4,0,405.0,343.0,509.0,326.0,597.0,459.7142857142857,469.57142857142856,482.2142857142857,111.81936964842608,127.37087838018807,120.77047626182464
2022-04-09,473,1310,108,520,81.66,88.65,6.0,0.0,0,Spring,40.0,40.0,0.0,20.0,5,9,14,4,1,366.0,543.0,786.0,371.0,517.0,463.0,459.3571428571428,473.9642857142857,108.0940948124978,129.67866033027542,120.5286141353863
2022-04-10,362,945,226,447,80.61,79.99,4.0,0.0,0,Spring,60.0,40.0,0.0,0.0,6,10,14,4,1,473.0,360.0,466.0,682.0,535.0,453.0,437.0,472.3928571428572,102.55567593588658,89.91791128151708,120.2332114362548
2022-04-11,395,1059,662,474,79.07,80.12,5.0,0.0,0,Spring,40.0,20.0,0.0,40.0,0,11,15,4,0,362.0,415.0,439.0,424.0,447.0,453.2857142857143,429.57142857142856,466.2142857142857,102.25574847038192,91.61769587695494,121.33680005513196
2022-04-12,477,944,793,614,89.74,82.86,4.0,0.0,0,Spring,40.0,0.0,0.0,60.0,1,12,15,4,0,395.0,497.0,472.0,293.0,477.0,450.4285714285714,426.4285714285714,464.3571428571428,103.77195694222485,92.02316956214749,122.0377034289038
2022-04-13,390,703,599,599,86.26,91.86,9.0,0.0,0,Spring,40.0,0.0,0.0,60.0,2,13,15,4,0,477.0,655.0,345.0,472.0,560.0,447.57142857142856,426.7857142857143,464.3571428571428,102.54406718228816,92.2231228901104,122.0377034289038
2022-04-14,513,779,1084,634,78.78,75.36,19.0,100.0,0,Spring,20.0,40.0,0.0,40.0,3,14,15,4,0,390.0,405.0,339.0,560.0,667.0,409.7142857142857,430.0,458.2857142857143,47.16536259344687,89.90850049655188,121.32993192511236
2022-04-15,441,1142,468,631,87.86,93.81,6.0,0.0,0,Spring,0.0,20.0,0.0,80.0,4,15,15,4,0,513.0,366.0,343.0,509.0,326.0,425.1428571428572,442.4285714285714,452.7857142857143,61.00117094894783,88.37482611077601,114.83494020577324
2022-04-16,689,1491,912,683,79.57,84.7,17.0,100.0,0,Spring,20.0,60.0,0.0,20.0,5,16,15,4,1,441.0,473.0,543.0,786.0,371.0,435.8571428571428,449.4285714285714,456.8928571428572,55.191873107757125,83.64826936065667,112.15773921405732
2022-04-17,592,2062,405,628,89.34,84.52,5.0,0.0,0,Spring,60.0,0.0,0.0,40.0,6,17,15,4,1,689.0,362.0,360.0,466.0,682.0,466.7142857142857,459.8571428571428,468.25,111.2904822011809,103.05999532972358,119.02804680379305
2022-04-18,549,1619,182,590,87.81,88.99,4.0,0.0,0,Spring,80.0,0.0,0.0,20.0,0,18,16,4,0,592.0,395.0,415.0,439.0,424.0,499.57142857142856,476.4285714285714,465.0357142857143,109.15410687472551,104.41169569450638,114.15761753037624
2022-04-19,636,2118,740,714,91.15,98.54,5.0,0.0,0,Spring,40.0,20.0,0.0,40.0,1,19,16,4,0,549.0,477.0,497.0,472.0,293.0,521.5714285714286,486.0,469.5,99.67255915054564,104.4892338951722,114.93492522743928
2022-04-20,494,1764,106,554,82.0,84.2,8.0,0.0,0,Spring,20.0,20.0,0.0,60.0,2,20,16,4,0,636.0,390.0,655.0,345.0,472.0,544.2857142857143,495.9285714285714,481.75,105.75398225081052,111.9522317678491,113.69863512650296
2022-04-21,316,1834,150,414,76.58,78.95,6.0,0.0,0,Spring,0.0,100.0,0.0,0.0,3,21,16,4,0,494.0,513.0,405.0,339.0,560.0,559.1428571428571,484.4285714285714,482.5357142857143,85.90969788374406,102.19943872020669,113.70477762621267
2022-04-22,378,1668,255,433,80.53,85.87,3.0,0.0,0,Spring,0.0,80.0,0.0,20.0,4,22,16,4,0,316.0,441.0,366.0,343.0,509.0,531.0,478.07142857142856,473.82142857142856,126.31178356221024,109.99123341690206,116.8544690254376
2022-04-23,451,1545,151,503,78.39,79.31,12.0,100.0,1,Spring,20.0,0.0,0.0,80.0,5,23,16,4,1,378.0,689.0,473.0,543.0,786.0,522.0,478.9285714285714,469.1428571428572,135.68959675180204,109.09379470875533,118.0105815361376
2022-04-24,375,1245,509,464,71.8,74.45,15.0,100.0,1,Spring,0.0,60.0,0.0,40.0,6,24,16,4,1,451.0,592.0,362.0,360.0,466.0,488.0,477.3571428571428,457.1785714285714,115.13036089581225,109.34392258645842,100.35826695410684
2022-04-25,585,1076,908,620,76.72,76.66,19.0,100.0,1,Spring,0.0,20.0,0.0,80.0,0,25,17,4,0,375.0,549.0,395.0,415.0,439.0,457.0,478.2857142857143,453.9285714285714,111.62138385333382,108.33951518006047,101.52865990974573
2022-04-26,430,794,623,491,75.64,71.56,15.0,100.0,1,Spring,20.0,80.0,0.0,0.0,1,26,17,4,0,585.0,636.0,477.0,497.0,472.0,462.1428571428572,491.8571428571428,459.1428571428572,117.25389626991571,109.00236916469515,104.4409151717122
2022-04-27,390,1002,220,492,67.67,69.16,21.0,100.0,1,Spring,20.0,40.0,0.0,40.0,2,27,17,4,0,430.0,494.0,390.0,655.0,345.0,432.7142857142857,488.5,457.6428571428572,88.72751224153296,110.21220789563549,104.55096729301351
2022-04-28,460,1180,606,509,75.53,71.03,16.0,100.0,1,Spring,60.0,20.0,0.0,20.0,3,28,17,4,0,390.0,316.0,513.0,405.0,339.0,417.8571428571428,488.5,459.25,85.39989963192467,110.21220789563549,103.09097923678884
2022-04-29,319,1265,124,340,76.58,78.91,2.0,0.0,1,Spring,0.0,40.0,0.0,60.0,4,29,17,4,0,460.0,378.0,441.0,366.0,343.0,438.4285714285714,484.7142857142857,463.57142857142856,73.25493644994627,110.21617120733418,100.36357188166724
2022-04-30,360,1237,194,402,76.87,78.75,6.0,0.0,1,Spring,0.0,40.0,0.0,60.0,5,30,17,4,1,319.0,451.0,689.0,473.0,543.0,430.0,476.0,462.7142857142857,83.97618710086778,118.45349623050716,101.52717466652572
2022-05-01,426,1510,301,441,80.54,80.69,5.0,0.0,1,Spring,40.0,20.0,0.0,40.0,6,1,17,5,1,360.0,375.0,592.0,362.0,360.0,417.0,452.5,456.1785714285714,87.16650732936333,104.79338646190348,102.05628569439254
2022-05-02,366,1274,364,446,83.4,85.56,2.0,0.0,1,Spring,0.0,60.0,0.0,40.0,0,2,18,5,0,426.0,585.0,549.0,395.0,415.0,424.2857142857143,440.6428571428572,458.5357142857143,85.17964210168637,96.888204523689,100.50298766255932
2022-05-03,435,1125,531,539,83.38,85.92,5.0,0.0,1,Spring,20.0,20.0,0.0,60.0,1,3,18,5,0,366.0,430.0,636.0,477.0,497.0,393.0,427.57142857142856,456.7857142857143,48.73397172404428,93.42764727170052,101.7085003705151
2022-05-04,346,1155,215,358,72.11,72.0,7.0,0.0,1,Spring,60.0,20.0,0.0,20.0,2,4,18,5,0,435.0,390.0,494.0,390.0,655.0,393.7142857142857,413.2142857142857,454.57142857142856,49.39876613072479,71.89755379537094,101.47520352882744
2022-05-05,388,1024,123,435,81.04,83.45,3.0,0.0,1,Spring,40.0,40.0,0.0,20.0,3,5,18,5,0,346.0,460.0,316.0,513.0,405.0,387.4285714285714,402.6428571428572,443.5357142857143,52.64300251966695,69.9599964186757,95.49693892432032
2022-05-06,355,1083,543,477,79.02,82.66,5.0,0.0,1,Spring,0.0,40.0,0.0,60.0,4,6,18,5,0,388.0,319.0,378.0,441.0,366.0,377.1428571428572,407.7857142857143,442.9285714285714,42.07306569698484,65.61212197033842,95.80455744646623
2022-05-07,399,865,326,441,69.65,73.01,16.0,100.0,1,Spring,20.0,40.0,0.0,40.0,5,7,18,5,1,355.0,360.0,451.0,689.0,473.0,382.2857142857143,406.1428571428572,442.5357142857143,35.462253574348246,66.69431661042705,96.1536124946287
2022-05-08,463,762,458,430,80.98,79.09,3.0,0.0,1,Spring,40.0,40.0,0.0,20.0,6,8,18,5,1,399.0,426.0,375.0,592.0,362.0,387.8571428571428,402.4285714285714,439.8928571428572,34.425903868203726,65.44018323948673,96.30212462012054
2022-05-09,233,948,170,280,68.68,73.58,5.0,0.0,1,Spring,80.0,0.0,0.0,20.0,0,9,19,5,0,463.0,366.0,585.0,549.0,395.0,393.1428571428572,408.7142857142857,443.5,43.02490972846781,66.81481707091471,95.16126663021404
2022-05-10,314,885,332,397,72.23,80.36,7.0,0.0,1,Spring,0.0,40.0,0.0,60.0,1,10,19,5,0,233.0,435.0,430.0,636.0,477.0,374.1428571428572,383.57142857142856,437.7142857142857,74.70927780721841,61.383678970521686,102.83458747402258
2022-05-11,367,913,627,430,78.08,77.6,8.0,0.0,1,Spring,80.0,0.0,0.0,20.0,2,11,19,5,0,314.0,346.0,390.0,494.0,390.0,356.85714285714283,375.2857142857143,431.8928571428572,72.23902124528084,62.454203001299256,105.11663338290774
