Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,DayOfWeek,DayOfMonth,WeekOfYear,Month,IsWeekend,UnitsSold_Lag_1,UnitsSold_Lag_7,UnitsSold_Lag_14,UnitsSold_Lag_21,UnitsSold_Lag_28,UnitsSold_RollingMean_7,UnitsSold_RollingMean_14,UnitsSold_RollingMean_28,UnitsSold_RollingStd_7,UnitsSold_RollingStd_14,UnitsSold_RollingStd_28
2022-02-21,398,988,209,407,42.92,41.08,15.0,100.0,0,Winter,40.0,0.0,40.0,20.0,0,21,8,2,0,513.0,420.0,562.0,455.0,397.0,362.2857142857143,425.35714285714283,468.5357142857143,85.38289111548052,121.26107063995134,122.9400583069162
2022-02-22,235,590,268,375,42.95,46.77,6.0,0.0,0,Winter,20.0,0.0,20.0,60.0,1,22,8,2,0,398.0,275.0,459.0,494.0,577.0,359.14285714285717,413.64285714285717,468.57142857142856,83.28350891468708,114.79453695313961,122.9186507776372
2022-02-23,753,1286,1689,849,54.35,49.68,16.0,100.0,0,Winter,0.0,0.0,40.0,60.0,2,23,8,2,0,235.0,300.0,634.0,743.0,482.0,353.42857142857144,397.64285714285717,456.35714285714283,91.03086865244639,123.28304340503934,128.6056891448559
2022-02-24,465,658,137,571,43.85,46.67,12.0,100.0,0,Winter,20.0,0.0,80.0,0.0,3,24,8,2,0,753.0,398.0,516.0,649.0,396.0,418.14285714285717,406.14285714285717,466.0357142857143,171.85597513754396,143.30862722586753,140.27498975698686
2022-02-25,350,1046,532,475,42.54,44.8,6.0,0.0,0,Winter,40.0,0.0,60.0,0.0,4,25,8,2,0,465.0,330.0,485.0,571.0,339.0,427.7142857142857,402.5,468.5,172.4120203521341,140.92974245237352,139.6035391677022
2022-02-26,622,1909,581,626,48.59,48.77,5.0,0.0,0,Winter,80.0,0.0,20.0,0.0,5,26,8,2,1,350.0,300.0,524.0,509.0,494.0,430.57142857142856,392.85714285714283,468.89285714285717,170.6798730009458,139.46152330846135,139.24062287350296
2022-02-27,581,1397,1682,858,49.75,53.68,14.0,100.0,0,Winter,0.0,0.0,40.0,60.0,6,27,8,2,1,622.0,513.0,239.0,636.0,422.0,476.57142857142856,399.85714285714283,473.4642857142857,172.99986237263988,148.70355494320663,142.16591302206322
2022-02-28,437,1474,0,498,46.02,48.03,7.0,0.0,0,Winter,40.0,0.0,60.0,0.0,0,28,9,2,0,581.0,398.0,420.0,562.0,455.0,486.2857142857143,424.2857142857143,479.14285714285717,177.2434430246661,148.33663823128208,143.20581259817905
2022-03-01,460,1856,0,496,44.35,48.51,6.0,0.0,0,Spring,0.0,20.0,0.0,80.0,1,1,9,3,0,437.0,235.0,275.0,459.0,494.0,491.85714285714283,425.5,478.5,174.59899634250334,148.36843433726838,143.35852491800648
2022-03-02,361,2507,108,446,43.55,41.61,5.0,0.0,0,Spring,80.0,20.0,0.0,0.0,2,2,9,3,0,460.0,753.0,300.0,634.0,743.0,524.0,438.7142857142857,477.2857142857143,135.84059285304468,142.03652215671022,143.3663675480249
2022-03-03,607,2254,1253,716,48.69,54.52,5.0,0.0,0,Spring,0.0,40.0,0.0,60.0,3,3,9,3,0,361.0,465.0,398.0,516.0,649.0,468.0,443.07142857142856,463.64285714285717,102.38163897887141,138.34153071611982,135.08055601661044
2022-03-04,579,1774,120,615,48.12,48.02,3.0,0.0,0,Spring,60.0,0.0,0.0,40.0,4,4,9,3,0,607.0,350.0,330.0,485.0,571.0,488.2857142857143,458.0,462.14285714285717,114.98074372942366,144.25404940323432,133.16564852502302
2022-03-05,674,1315,742,750,43.82,46.55,15.0,100.0,0,Spring,20.0,20.0,0.0,60.0,5,5,9,3,1,579.0,622.0,300.0,524.0,509.0,521.0,475.7857142857143,462.42857142857144,100.77863530199903,142.59904982498657,133.4162044051757
2022-03-06,488,1925,115,608,48.46,52.84,3.0,0.0,0,Spring,20.0,60.0,0.0,20.0,6,6,9,3,1,674.0,581.0,513.0,239.0,636.0,528.4285714285714,502.5,468.32142857142856,110.87509059426156,142.16607298400092,139.07340283340088
2022-03-07,572,1437,379,707,43.51,44.83,15.0,100.0,0,Spring,40.0,20.0,0.0,40.0,0,7,10,3,0,488.0,437.0,398.0,420.0,562.0,515.1428571428571,500.7142857142857,463.0357142857143,109.0831923677651,142.18104848906736,135.2236781103559
2022-03-08,587,1735,900,582,47.33,46.76,7.0,0.0,0,Spring,80.0,0.0,0.0,20.0,1,8,10,3,0,572.0,460.0,235.0,275.0,459.0,534.4285714285714,513.1428571428571,463.39285714285717,104.81548413419513,140.101533041004,135.5076434322856
2022-03-09,387,1356,139,539,45.14,42.73,4.0,0.0,0,Spring,0.0,40.0,0.0,60.0,2,9,10,3,0,587.0,361.0,753.0,300.0,634.0,552.5714285714286,538.2857142857143,467.9642857142857,100.6956754166685,115.82840662039574,137.49841268925076
2022-03-10,501,1108,145,560,45.18,45.91,5.0,0.0,0,Spring,0.0,100.0,0.0,0.0,3,10,10,3,0,387.0,607.0,465.0,398.0,516.0,556.2857142857143,512.1428571428571,459.14285714285717,92.6061810134981,104.37643201623403,134.33863079869374
2022-03-11,688,1652,1696,706,47.78,46.02,17.0,100.0,0,Spring,20.0,80.0,0.0,0.0,4,11,10,3,0,501.0,579.0,350.0,330.0,485.0,541.1428571428571,514.7142857142857,458.60714285714283,91.59226417740128,103.56597939435542,134.13325029976298
2022-03-12,562,1070,930,854,41.37,45.19,21.0,100.0,0,Spring,40.0,0.0,0.0,60.0,5,12,10,3,1,688.0,674.0,622.0,300.0,524.0,556.7142857142857,538.8571428571429,465.85714285714283,107.06028564273858,101.59259296353696,140.9267512090917
2022-03-13,695,1033,228,849,42.01,46.02,22.0,100.0,0,Spring,0.0,20.0,0.0,80.0,6,13,10,3,1,562.0,488.0,581.0,513.0,239.0,540.7142857142857,534.5714285714286,467.2142857142857,94.20848207692396,99.04910537064548,141.68832700890368
2022-03-14,453,1866,598,512,44.55,46.92,6.0,0.0,0,Spring,80.0,20.0,0.0,0.0,0,14,11,3,0,695.0,572.0,437.0,398.0,420.0,570.2857142857143,542.7142857142857,483.5,106.57972647383795,107.48626285854698,140.68865020425886
2022-03-15,496,2108,130,647,48.43,50.1,8.0,0.0,0,Spring,0.0,40.0,0.0,60.0,1,15,11,3,0,453.0,587.0,460.0,235.0,275.0,553.2857142857143,543.8571428571429,484.67857142857144,115.38733940618489,106.35489004913026,140.27461256840792
2022-03-16,842,1915,1656,937,51.09,48.55,14.0,100.0,0,Spring,40.0,40.0,0.0,20.0,2,16,11,3,0,496.0,387.0,361.0,753.0,300.0,540.2857142857143,546.4285714285714,492.57142857142856,116.08002165993697,104.5920384421991,134.12222965180865
2022-03-17,440,1686,227,592,50.12,50.48,3.0,0.0,0,Spring,60.0,20.0,0.0,20.0,3,17,11,3,0,842.0,501.0,607.0,465.0,398.0,605.2857142857143,580.7857142857143,511.92857142857144,140.7168721057931,117.2329558360868,144.0449848899908
2022-03-18,538,1434,174,630,47.21,43.29,15.0,100.0,0,Spring,0.0,80.0,0.0,20.0,4,18,11,3,0,440.0,688.0,579.0,350.0,330.0,596.5714285714286,568.8571428571429,513.4285714285714,149.84420480714545,122.72787730638795,143.02976343234727
2022-03-19,598,2577,522,615,46.9,51.04,6.0,0.0,0,Spring,40.0,60.0,0.0,0.0,5,19,11,3,1,538.0,562.0,674.0,622.0,300.0,575.1428571428571,565.9285714285714,520.8571428571429,145.24511302327141,122.95619250255443,138.47923076944554
2022-03-20,452,1979,323,520,48.04,47.09,5.0,0.0,0,Spring,0.0,40.0,0.0,60.0,6,20,11,3,1,598.0,695.0,488.0,581.0,513.0,580.2857142857143,560.5,531.5,145.33950401928396,119.44535280910787,132.18491537180725
2022-03-21,311,1589,85,371,40.26,42.65,5.0,0.0,0,Spring,0.0,0.0,0.0,100.0,0,21,12,3,0,452.0,453.0,572.0,437.0,398.0,545.5714285714286,557.9285714285714,529.3214285714286,142.36321756087747,121.49609951682459,133.00126804503518
2022-03-22,514,2146,128,519,37.96,35.74,19.0,100.0,0,Spring,20.0,80.0,0.0,0.0,1,22,12,3,0,311.0,496.0,587.0,460.0,235.0,525.2857142857143,539.2857142857143,526.2142857142857,165.92037677323253,138.06544076656505,137.1347963900934
2022-03-23,594,1760,790,721,42.63,46.66,16.0,100.0,0,Spring,0.0,40.0,0.0,60.0,2,23,12,3,0,514.0,842.0,387.0,361.0,753.0,527.8571428571429,534.0714285714286,536.1785714285714,165.52988508768703,137.5021478353724,124.77002654407633
2022-03-24,469,1367,724,581,47.46,53.2,4.0,0.0,0,Spring,0.0,20.0,0.0,80.0,3,24,12,3,0,594.0,440.0,501.0,607.0,465.0,492.42857142857144,548.8571428571429,530.5,101.08059019557476,131.46795874213657,117.96939339412476
2022-03-25,354,1051,301,495,47.34,51.57,4.0,0.0,0,Spring,80.0,0.0,0.0,20.0,4,25,12,3,0,469.0,538.0,688.0,579.0,350.0,496.57142857142856,546.5714285714286,530.6428571428571,99.14947830230403,132.63699117731588,117.88953218560921
2022-03-26,607,1544,179,633,48.24,48.92,3.0,0.0,0,Spring,60.0,0.0,0.0,40.0,5,26,12,3,1,354.0,598.0,562.0,674.0,622.0,470.2857142857143,522.7142857142857,530.7857142857143,110.1191994850948,135.2538516849126,117.6647331106029
2022-03-27,647,1429,1342,714,46.31,49.35,17.0,100.0,0,Spring,0.0,20.0,0.0,80.0,6,27,12,3,1,607.0,452.0,695.0,488.0,581.0,471.57142857142856,525.9285714285714,530.25,111.89706153850685,136.7853255094464,117.26753995000458
2022-03-28,551,1202,431,577,49.32,46.16,3.0,0.0,0,Spring,0.0,100.0,0.0,0.0,0,28,13,3,0,647.0,311.0,453.0,572.0,437.0,499.42857142857144,522.5,532.6071428571429,129.15476135610484,132.7639605870854,118.97629371269075
2022-03-29,542,1155,102,609,49.39,45.1,7.0,0.0,0,Spring,40.0,20.0,0.0,40.0,1,29,13,3,0,551.0,514.0,496.0,587.0,460.0,533.7142857142857,529.5,536.6785714285714,99.17276891989106,131.39415160852104,117.52511270533674
2022-03-30,596,1569,974,586,47.9,53.04,6.0,0.0,0,Spring,80.0,20.0,0.0,0.0,2,30,13,3,0,542.0,594.0,842.0,387.0,361.0,537.7142857142857,532.7857142857143,539.6071428571429,98.80909925324747,131.06673495204248,116.56132999753234
2022-03-31,498,1394,521,525,48.4,48.73,6.0,0.0,0,Spring,20.0,60.0,0.0,20.0,3,31,13,3,0,596.0,469.0,440.0,501.0,607.0,538.0,515.2142857142857,548.0,99.00168348736979,98.98731742495573,111.57857221607449
2022-04-01,712,1202,1856,931,59.0,54.27,12.0,100.0,0,Spring,40.0,20.0,0.0,40.0,4,1,13,4,0,498.0,354.0,538.0,688.0,579.0,542.1428571428571,519.3571428571429,544.1071428571429,96.2001881000043,96.78652730691294,111.34508896210382
2022-04-02,302,1284,115,455,41.15,45.86,7.0,0.0,0,Spring,0.0,60.0,0.0,40.0,5,2,13,4,1,712.0,607.0,598.0,562.0,674.0,593.2857142857143,531.7857142857143,548.8571428571429,71.49758570682509,109.6779751899085,115.64271743278114
2022-04-03,472,2012,438,506,49.12,50.75,4.0,0.0,0,Spring,80.0,0.0,0.0,20.0,6,3,13,4,1,302.0,647.0,452.0,695.0,488.0,549.7142857142857,510.64285714285717,535.5714285714286,130.4105239691367,123.58093401794302,121.93089377652753
2022-04-04,507,2751,102,568,40.85,41.54,21.0,100.0,0,Spring,40.0,60.0,0.0,0.0,0,4,14,4,0,472.0,551.0,311.0,453.0,572.0,524.7142857142857,512.0714285714286,535.0,125.32719083225624,122.96495078224142,122.1992907780837
2022-04-05,535,2346,161,613,41.54,42.34,20.0,100.0,0,Spring,60.0,40.0,0.0,0.0,1,5,14,4,0,507.0,542.0,514.0,496.0,587.0,518.4285714285714,526.0714285714286,532.6785714285714,124.89176266252466,108.63379859786794,122.08772000353419
2022-04-06,733,2410,1031,798,47.84,53.76,15.0,100.0,0,Spring,80.0,0.0,0.0,20.0,2,6,14,4,0,535.0,596.0,594.0,842.0,387.0,517.4285714285714,527.5714285714286,530.8214285714286,124.69944819826745,108.59927346811365,121.6254278882286
2022-04-07,339,1854,0,348,42.84,45.97,5.0,0.0,0,Spring,20.0,20.0,0.0,60.0,3,7,14,4,0,733.0,498.0,469.0,440.0,501.0,537.0,537.5,543.1785714285714,147.71368702098445,120.8073800598416,124.0251030657752
2022-04-08,935,1870,669,940,45.61,50.97,20.0,100.0,0,Spring,0.0,40.0,0.0,60.0,4,8,14,4,0,339.0,712.0,354.0,538.0,688.0,514.2857142857143,528.2142857142857,537.3928571428571,165.8249220168813,131.04032178709676,129.71374160783714
2022-04-09,526,1659,0,510,43.68,49.96,7.0,0.0,0,Spring,40.0,40.0,0.0,20.0,5,9,14,4,1,935.0,302.0,607.0,598.0,562.0,546.1428571428571,569.7142857142857,546.2142857142857,222.03335227800696,160.3464655394342,147.51305206353942
2022-04-10,524,1133,1197,614,48.79,53.04,5.0,0.0,0,Spring,60.0,40.0,0.0,0.0,6,10,14,4,1,526.0,472.0,647.0,452.0,695.0,578.1428571428571,563.9285714285714,544.9285714285714,195.5440517900665,160.35895517711023,147.52725512694585
2022-04-11,733,1135,897,811,48.11,49.49,18.0,100.0,0,Spring,40.0,20.0,0.0,40.0,0,11,15,4,0,524.0,507.0,551.0,311.0,453.0,585.5714285714286,555.1428571428571,538.8214285714286,191.79142937303638,158.81961569551248,144.5949780315957
2022-04-12,481,730,135,682,49.98,48.94,6.0,0.0,0,Spring,40.0,0.0,0.0,60.0,1,12,15,4,0,733.0,535.0,542.0,514.0,496.0,617.8571428571429,568.1428571428571,548.8214285714286,195.34962551916047,165.75183356352437,148.08007182587951
2022-04-13,570,1619,650,714,54.01,54.94,5.0,0.0,0,Spring,40.0,0.0,0.0,60.0,2,13,15,4,0,481.0,733.0,596.0,594.0,842.0,610.1428571428571,563.7857142857143,548.2857142857143,200.17361512066523,167.2865706005615,148.30520510903798
2022-04-14,400,1498,411,438,49.42,51.76,2.0,0.0,0,Spring,20.0,40.0,0.0,40.0,3,14,15,4,0,570.0,339.0,498.0,469.0,440.0,586.8571428571429,561.9285714285714,538.5714285714286,192.84659583153018,167.04557843512416,136.81710651420974
2022-04-15,415,1166,553,508,43.44,47.35,7.0,0.0,0,Spring,0.0,20.0,0.0,80.0,4,15,15,4,0,400.0,935.0,712.0,354.0,538.0,595.5714285714286,554.9285714285714,537.1428571428571,180.7805826067033,171.912976323986,138.08738893949354
2022-04-16,449,1892,396,484,44.3,45.32,6.0,0.0,0,Spring,20.0,60.0,0.0,20.0,5,16,15,4,1,415.0,526.0,302.0,607.0,598.0,521.2857142857143,533.7142857142857,532.75,111.6955897155513,169.34508626398988,140.00228172743783
2022-04-17,604,1517,1589,672,47.63,44.29,22.0,100.0,0,Spring,60.0,0.0,0.0,40.0,6,17,15,4,1,449.0,524.0,472.0,647.0,452.0,510.2857142857143,544.2142857142857,527.4285714285714,114.89954204392969,158.053631876811,140.26177340731533
2022-04-18,772,1318,779,814,48.51,49.22,14.0,100.0,0,Spring,80.0,0.0,0.0,20.0,0,18,16,4,0,604.0,733.0,507.0,551.0,311.0,521.7142857142857,553.6428571428571,532.8571428571429,120.3407859451847,157.34998088184324,140.17574003813243
2022-04-19,490,1459,137,513,44.81,41.88,7.0,0.0,0,Spring,40.0,20.0,0.0,40.0,1,19,16,4,0,772.0,481.0,535.0,542.0,514.0,527.2857142857143,572.5714285714286,549.3214285714286,132.0829465218912,166.95356990940462,140.2257580743038
2022-04-20,463,2298,81,500,49.0,53.97,5.0,0.0,0,Spring,20.0,20.0,0.0,60.0,2,20,16,4,0,490.0,570.0,733.0,596.0,594.0,528.5714285714286,569.3571428571429,548.4642857142857,131.60022434486598,168.16137265361272,140.5226967677402
2022-04-21,502,2501,156,525,40.59,40.06,14.0,100.0,0,Spring,0.0,100.0,0.0,0.0,3,21,16,4,0,463.0,400.0,339.0,498.0,469.0,513.2857142857143,550.0714285714286,543.7857142857143,132.19898421913624,163.36437060270373,141.12992625469641
2022-04-22,320,2155,102,418,41.9,41.17,5.0,0.0,0,Spring,0.0,80.0,0.0,20.0,4,22,16,4,0,502.0,415.0,935.0,712.0,354.0,527.8571428571429,561.7142857142857,544.9642857142857,122.92738855577656,152.6194002041722,140.6191289191815
2022-04-23,433,1835,509,414,41.12,40.61,7.0,0.0,1,Spring,20.0,0.0,0.0,80.0,5,23,16,4,1,320.0,449.0,526.0,302.0,607.0,514.2857142857143,517.7857142857143,543.75,141.33024480003598,122.43439597874966,142.4639330575363
2022-04-24,357,1596,88,428,39.74,43.99,8.0,0.0,1,Spring,0.0,60.0,0.0,40.0,6,24,16,4,1,433.0,604.0,524.0,472.0,647.0,512.0,511.14285714285717,537.5357142857143,142.68496767354299,124.46059440818814,143.3946850977598
2022-04-25,425,1474,95,471,44.48,49.97,4.0,0.0,1,Spring,0.0,20.0,0.0,80.0,0,25,17,4,0,357.0,772.0,733.0,507.0,551.0,476.7142857142857,499.2142857142857,527.1785714285714,146.62845822658286,130.9663365857092,145.65078824504218
2022-04-26,370,1414,454,372,41.32,40.68,5.0,0.0,1,Spring,20.0,80.0,0.0,0.0,1,26,17,4,0,425.0,490.0,481.0,535.0,542.0,427.14285714285717,477.2142857142857,522.6785714285714,67.42756254289614,113.35931882661926,146.829216381035
2022-04-27,308,1104,431,346,39.57,41.82,5.0,0.0,1,Spring,20.0,40.0,0.0,40.0,2,27,17,4,0,370.0,463.0,570.0,733.0,596.0,410.0,469.2857142857143,516.5357142857143,63.94789545663962,116.90063405199389,149.56343436639492
2022-04-28,331,867,236,335,36.13,36.54,18.0,100.0,1,Spring,60.0,20.0,0.0,20.0,3,28,17,4,0,308.0,502.0,400.0,339.0,498.0,387.85714285714283,450.57142857142856,506.25,69.16026935418076,120.45472452062896,153.74091361286546
2022-04-29,331,1080,147,334,40.72,40.23,4.0,0.0,1,Spring,0.0,40.0,0.0,60.0,4,29,17,4,0,331.0,320.0,415.0,935.0,712.0,363.42857142857144,445.64285714285717,500.2857142857143,49.540748019036705,124.04131268552105,157.27161151447467
2022-04-30,277,1095,333,338,41.6,37.98,3.0,0.0,1,Spring,0.0,40.0,0.0,60.0,5,30,17,4,1,331.0,433.0,449.0,526.0,302.0,365.0,439.64285714285717,486.67857142857144,48.086727205470204,127.61758206746906,154.73730512673302
2022-05-01,327,1115,581,371,38.72,45.19,6.0,0.0,1,Spring,40.0,20.0,0.0,40.0,6,1,17,5,1,277.0,357.0,604.0,524.0,472.0,342.7142857142857,427.35714285714283,485.7857142857143,47.46477390554741,134.72856309738356,155.91007786847027
2022-05-02,338,900,324,328,40.47,43.52,3.0,0.0,1,Spring,0.0,60.0,0.0,40.0,0,2,18,5,0,327.0,425.0,772.0,733.0,507.0,338.42857142857144,407.57142857142856,480.60714285714283,47.31404704333608,126.90439422937735,158.76685429006935
2022-05-03,259,1046,78,339,40.46,41.12,5.0,0.0,1,Spring,20.0,20.0,0.0,60.0,1,3,18,5,0,338.0,370.0,490.0,481.0,535.0,326.0,376.57142857142856,474.57142857142856,28.448784391135312,72.291838336771,160.92405123085354
2022-05-04,332,1183,913,488,35.43,34.23,20.0,100.0,1,Spring,60.0,20.0,0.0,20.0,2,4,18,5,0,259.0,308.0,463.0,570.0,733.0,310.14285714285717,360.07142857142856,464.7142857142857,30.683484001595385,70.75685809186913,165.47414638454325
2022-05-05,360,1244,607,422,34.92,37.46,20.0,100.0,1,Spring,40.0,40.0,0.0,20.0,3,5,18,5,0,332.0,331.0,502.0,400.0,339.0,313.57142857142856,350.7142857142857,450.39285714285717,31.727260323245964,64.48187410359617,158.60487575656924
2022-05-06,366,884,83,420,38.1,37.48,14.0,100.0,1,Spring,0.0,40.0,0.0,60.0,4,6,18,5,0,360.0,331.0,320.0,415.0,935.0,317.7142857142857,340.57142857142856,451.14285714285717,35.98941643369709,47.88723016824788,158.10749139740022
2022-05-07,277,1529,216,308,34.19,35.37,18.0,100.0,1,Spring,20.0,40.0,0.0,40.0,5,7,18,5,1,366.0,277.0,433.0,449.0,526.0,322.7142857142857,343.85714285714283,430.82142857142856,40.31424184129062,47.94525266120922,127.15026210527189
2022-05-08,360,1806,71,379,38.92,40.0,8.0,0.0,1,Spring,40.0,40.0,0.0,20.0,6,8,18,5,1,277.0,327.0,357.0,604.0,524.0,322.7142857142857,332.7142857142857,421.92857142857144,40.31424184129062,43.56150130108388,128.9418268406141
2022-05-09,307,1652,327,394,41.16,39.36,4.0,0.0,1,Spring,80.0,0.0,0.0,20.0,0,9,19,5,0,360.0,338.0,425.0,772.0,733.0,327.42857142857144,332.92857142857144,416.07142857142856,42.75455976796339,43.697323075401094,127.8537731222177
2022-05-10,351,1433,98,405,41.05,37.58,4.0,0.0,1,Spring,0.0,40.0,0.0,60.0,1,10,19,5,0,307.0,259.0,370.0,490.0,481.0,323.0,324.5,400.85714285714283,43.08131845707571,35.10807489847401,113.25641647613666
